player,clan,role,date
#YLQQGJ2Q,#Y0QR0Y2U,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-02
#L00RCJYG2,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-07
#2P2LVRG99,#Y0QR0Y2U,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-04
#Y8G9CU2LV,#Y0QR0Y2U,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-11-06
#2VLPYG0RL,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-30
#P82YUQ9QY,#Y0QR0Y2U,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-11-11
#9YJ08GG08,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-20
#P8YQU9LL2,#Y0QR0Y2U,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-08-17
#8UCQYJLP8,#Y0QR0Y2U,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-13
#C2QCRP0J,#Y0QR0Y2U,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-13
#828JLGVYC,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-13
#GL9299QG,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-09
#Q2CGJ8JQ,#Y0QR0Y2U,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-19
#92V2VRCVQ,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-28
#8QP9UPUPG,#Y0QR0Y2U,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-23
#22R2JCR2C,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-21
#QRQ9UU9U8,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-09
#PV8LRVCJU,#Y0QR0Y2U,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-17
#829YPQYLG,#Y0QR0Y2U,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-11-07
#8982QVPQV,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-08
#2GC2R2P2Y,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-15
#90PUP92J,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-24
#2RUL98URQ,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-23
#9JC989C2U,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-01
#PJC0QVC9U,#Y0QR0Y2U,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-02
#2QULVQPRG,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-27
#8RYYCJG20,#Y0QR0Y2U,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-25
#2UL9YLPL0,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-28
#8C9RQYV2J,#Y0QR0Y2U,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-10
#820UJQUYY,#Y0QR0Y2U,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-10
#2J9LPRYR,#Y0QR0Y2U,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-24
#8282YYRL,#Y0QR0Y2U,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-05
#RCYQYPLG,#Y0QR0Y2U,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-12
#CLRJ9999,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-20
#U9PU9LQV,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-09
#98YPGGJJ,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-31
#22CCRLQ0R,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-06
#88U0V8C,#PV2G9U2L,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-12
#98LLQYJG,#PV2G9U2L,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-12
#PQ9C2V8LY,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-05
#PU9Y888V,#PV2G9U2L,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-11-06
#2RL2R0J0C,#PV2G9U2L,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-11-01
#RPUU9RY8,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-24
#P29Q09C9V,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-05
#2PJ988U2,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-21
#909UCGUYJ,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-18
#82LP8CPJ8,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-10
#2P8RV9UQ,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-13
#2LGUPRCJP,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-18
#2V20QJVR,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-21
#2VVL0VJ89,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-13
#8UYC22989,#PV2G9U2L,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-13
#LQ9J02P,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-08
#Q9PGVUY8,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-09
#2RQ89029J,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-13
#288CUPUPP,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-20
#RGP2VC9P,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-05
#QPQVLYJJ,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-13
#J8QU0QYP,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-10
#JJVVV8RG,#PV2G9U2L,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-03
#GQJY00YP,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-14
#P8CJYJ02,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-08
#8YPRCLPQ,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-06
#8CUL88Y08,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-11
#8CJ2880VR,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-10
#98RRL0Y2,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-24
#2U2JJ098Q,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-31
#9GVYCJPG,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-14
#9QLJU0PJ,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-18
#2Q92P0P2,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-09
#G9GCGCGG,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-19
#GQJYCRQ8,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-07
#82L2VCV8,#PV2G9U2L,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-23
#Y92G098C,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-02
#R9QYRY2,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-19
#2UVUR2YPP,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-04
#8JCRJV9Y,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-23
#CYQQPUU2,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-27
#2CUGV2Y98,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-06
#YYJUJUQG,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-07
#PY9CULY,#PV2G9U2L,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-20
#8PQG0CPLP,#PV2G9U2L,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-10-28
#9RQ8YRYQL,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-20
#RL88PYRG,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-28
#9YUYVGVCQ,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-21
#2PY2228U9,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-06
#R82Q0L2V,#8YLJ8UL2,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-11-02
#J8R89YC8,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-07
#PL02LR2,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-11
#8L08LCP28,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-11
#8CC9JYG2,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-27
#2VLC20U9V,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-27
#9YU9R8J,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-03
#2VURRCG90,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-29
#QUV8C89,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-26
#U2QP29R9,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-19
#U2UJQCL0,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-29
#22Y0PU08,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-07
#2VP9LL2JP,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-29
#2J9PJCCJ,#8YLJ8UL2,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-08
#C0PPG0,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-04
#PP0UG0CVC,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-02
#2LPC0LVPG,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-29
#QCJQCJ8G,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-17
#GYGCJYPL,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-08
#20YGVQR0R,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-24
#C09PV2RV,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-27
#202U2J08Q,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-20
#9PYJVPPLV,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-15
#2PR28G2,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-31
#LYJLLPQR,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-03
#PL8QL08,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-07
#G9GVYLQP,#8YLJ8UL2,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-02
#9Y2LCU0UV,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-13
#PJ08LLCYV,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-12
#29922Y2CJ,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-13
#98CP90GJ9,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-13
#QP022PLJV,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-23
#22UCVR0CL,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-10
#RC8RP882,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-11
#22Y89Q0LU,#8YLJ8UL2,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-16
#82UCYLQG,#8YLJ8UL2,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-06
#8UL0P8LQ,#8YLJ8UL2,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-15
#GY9Y8GLG,#8YLJ8UL2,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-11-03
#UR8L82JQ,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-24
#2CQG98PP0,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-07
#2L0V2YQUY,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-01
#J999R29J,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-09
#2Q8RJGPVV,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-11
#Q9GV0Y8Y,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-04
#20L8Y9QY,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-07
#298G9YQ02,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-01
#R9U2J8CR,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-29
#9QULGU02,#9G2PVP0R,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-22
#LY00J89PJ,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-22
#28QJJ8YUR,#9G2PVP0R,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-04
#9RG0VPUVY,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-07
#8P00CJGY,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-23
#YG2GY9QU,#9G2PVP0R,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-01
#UCC2PLP8,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-31
#P29YGR98,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-28
#VCUYGG8J,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-10
#98CPJ2PQ,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-16
#2U0JJQQYY,#9G2PVP0R,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-04
#CL2V9U00,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-20
#YP2YJJJ2,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-04
#8LCYR90LP,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-08
#2GVLPR28L,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-04
#28Y2V0C,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-21
#2Y8LPPUG8,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-01
#G2YGPR8R,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-04
#80U90RGV,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-01
#L2UR0Y0J,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-22
#8GLQ9G0RG,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-10
#2Y0PV0VYP,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-21
#J9V28UL9,#9G2PVP0R,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-23
#8QPYVCL,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-26
#92JCC8JUC,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-04
#8PCCYQVG,#9G2PVP0R,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-19
#YLUY9YQ0,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-08
#20RJCRLL9,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-06
#U298CV9U,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-22
#9RGQJ8JUP,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-31
#92P8RR8LP,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-19
#80U2Q9C9Q,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-22
#9V2V2VP,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-29
#20RGU0LG0,#9G2PVP0R,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-08-13
#2Q9VJQL8U,#9G2PVP0R,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-08
#299VP2C98,#9G2PVP0R,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-17
#UUQQJ2U0,#9G2PVP0R,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-04
#80UL9QQLY,#9G2PVP0R,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-11-02
#8JG820YQG,#9G2PVP0R,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-03
#8R9YJYRYG,#9G2PVP0R,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-05
#LLGPYL2G,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-17
#PV2GC0CYP,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-25
#P0VC8PJR,#PPCLCJG9,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-03
#2CQ0LU9V,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-20
#2Y0C2V0JG,#PPCLCJG9,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-11-10
#2PURUJPQ,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-20
#89U2UCQVQ,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-21
#VGR9CL0G,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-13
#20JV0JLGQ,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-28
#G8Q8C08,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-05
#JUUQ99U0,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-26
#J8J0Q20Y,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-07
#PC99QUQ,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-22
#UG8YP2YU,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-18
#29Y8YPVLV,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-23
#8PCGQPV9P,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-01
#2LR9YP02G,#PPCLCJG9,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-30
#28LGJ8RUR,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-05
#YU9C2UGL,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-19
#PCPGJ8J0,#PPCLCJG9,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-28
#ULULJC0C,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-07
#UVL9V8RV,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-25
#28LUR080P,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-20
#PG9CR2RC,#PPCLCJG9,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-10
