id,sender,receiver,text,date,answer
466,#2UY8GVQ2,#888ULGY,"Okay, I won't.,",2021-02-08,
467,#98YVRUYLR,#9QLL8QQQ,"Through the Force, things you will see. Other places. The future - the past. Old friends long gone.,",2021-02-10,84
468,#299VP2C98,#GUQV2YCY,"Truly wonderful, the mind of a child is.,",2021-08-13,860
469,#2GJC9PR28,#2VURRCG90,"Oh, that's Joey. He cries when we take him out so we just leave him in there.,",2020-10-28,753
470,#PL8QL08,#8GP2YJCL9,"I've had enough practical jokes for one evening. Good night, future boy!,",2021-01-31,230
471,#LR9R9RUR,#2CVLVGVRL,"Real names tell you the story of the things they belong to,",2021-04-17,611
472,#22JYR8PR,#ULULJC0C,"A degenerate, am I? Well, you are a festisio! See? I can make up words too, sister.,",2020-10-20,232
473,#9YUUVJ08G,#2RUJ929U0,"Is it not meningitis?,",2021-01-01,
474,#RPUU9RY8,#2LJ82YCVR,That gum you like is going to come back in style.,2020-08-10,818
475,#299JJLV8L,#8L2GRYJ0P,"The dark side clouds everything. Impossible to see the future is.,",2020-09-17,
476,#8JRC80YPR,#LU8RUR,"The things I do for love.,",2021-07-31,
477,#9UCCQ2Q9R,#P89RY20Q,"Does nobody understand?,",2021-08-06,640
478,#2QCUGCPQ,#VQ9QRYRR,"No! Marty! We've already agreed that having information about the future can be extremely dangerous. Even if your intentions are good, it can backfire drastically!,",2021-11-03,161
479,#9UPG92JC,#V9LR928J,"I'm sure that in 1985, plutonium is available in every corner drugstore, but in 1955, it's a little hard to come by.,",2021-01-23,288
480,#2Y0PV0VYP,#9RG0VPUVY,"Feel the force!,",2020-11-23,
481,#QPR2LQ02,#QVC8PGUG,"Once you start down the dark path, forever will it dominate your destiny, consume you it will.,",2021-02-10,780
482,#Y9JGY28U,#2QCLLQ2G,"Wow, Bob, wow.,",2021-07-22,
483,#PUU200YL8,#8L8VV88C,"Are you telling me that this sucker is nuclear?,",2021-01-06,635
484,#2LR9YP02G,#Q9GV0Y8Y,"Joe, gag on my fat dauber.,",2020-12-07,598
485,#2YUQCC8YV,#P99PJP8Y2,You may think I've gone insane... but I promise. I will kill again.,2021-07-06,784
486,#V9G8PQGG,#20JV0JLGQ,"That was the best ice-cream soda I ever tasted.,",2020-11-01,
487,#208GJV,#80RGP2JPR,"Since when can weathermen predict the weather, let alone the future?,",2020-10-02,418
488,#22Y9CGYGQ,#GQJYCRQ8,"Much to learn you still have my old padawan. ... This is just the beginning!,",2020-12-24,724
489,#2PJP8LJC,#2CGUPJJU,"Go now, and die in what way seems best to you.,",2020-09-30,349
490,#989L99QLC,#29VLJP0UC,"Laughter is poison to fear.,",2021-10-11,481
491,#U2QP29R9,#CQ0YGRU,"Yes. Yes. I'm George. George McFly. I'm your density. I mean, your destiny.,",2021-05-08,
492,#LY00J89PJ,#RPYLJJ0U,"Don't be so gullible, McFly. Got the place fixed up nice, though, McFly.,",2020-10-30,
493,#P02QYPQ8V,#GPU8P0C9,"At an end your rule is, and not short enough it was!,",2021-02-09,27
494,#RGVRQU,#92RUJ8LPP,"I want to go home.,",2021-04-02,
495,#2P0PQCVPC,#PJJURULY,"Real names tell you the story of the things they belong to,",2021-08-31,584
496,#2J9LPRYR,#9VQQ99Y8,"Now, Biff, I want to make sure that we get two coats of wax this time, not just one.,",2021-07-25,798
497,#RPJG28Q,#PCRRYUQ88,"Real names tell you the story of the things they belong to,",2021-06-28,
498,#2YC9QC8L9,#2LVJR89V0,"Are you telling me that this sucker is nuclear?,",2021-10-21,
499,#2PUJ2URC,#P8YLG882L,"Once you start down the dark path, forever will it dominate your destiny, consume you it will.,",2021-07-07,
500,#89QYQL20G,#2RPQJYQ9,"Is it not meningitis?,",2020-11-27,
501,#YCPC92CC,#J9LRGUJ2,You're late! Do you have no concept of time?,2021-02-20,
502,#8Y82QU8JU,#9YPJY2GU2,"All my possessions for a moment of time.,",2021-01-09,
503,#2PVCG9GQ,#8GQ0P22RJ,"Many that live deserve death. And some that die deserve life,",2020-08-22,196
504,#2QY9CYJVY,#PCY2PV8LG,"Don't worry. As long as you hit that wire with the connecting hook at precisely 88 miles per hour, the instant the lightning strikes the tower... everything will be fine.,",2021-01-21,97
505,#8ULLYVCY9,#L92P8VU9V,"Already know you that which you need.,",2021-08-31,
506,#UPRJQQ89,#V29RYRCC,"Am I dying, or is this my birthday?,",2021-05-08,845
507,#2828UJVPG,#QP022PLJV,"It’s Peanut Butter Jelly Time.,",2021-05-29,983
508,#8ULGU0QG9,#8VUPVJ2R,"Reckless he is. Matters are worse.,",2021-10-24,736
509,#C8U9GRVY,#LY8R8RY9,"He laid out Biff in one punch. I didn't know he had it in him. He's never stood up to Biff in his life!,",2021-10-12,9
510,#C00Y8QJ8,#92YQYU0L2,"I can't believe you'd loan me your car without telling me it had a blind spot. I could've been killed!,",2021-04-28,
511,#2GPURRRCG,#8UYL0PPJ,"My vocabulary did this to me. Your love will let you go on…,",2020-11-22,313
512,#2VQ90LLL,#8UPY92GVY,"I wish I could go with you.,",2021-05-28,583
513,#2JUPU0LPV,#LQ9J02P,"Fear cuts deeper than swords.,",2021-11-09,
514,#288CUPUPP,#GGLRL0,"Reckless he is. Matters are worse.,",2020-10-07,922
515,#2U02YVYVU,#8YGVPR9Y0,"Give me a Pepsi Free.,",2020-12-20,
516,#V29RYRCC,#8YQ99CQVC,"Some old wounds never truly heal, and bleed again at the slightest word.,",2021-07-12,416
517,#22VYU02RR,#U800U9U9,"Hey, you! Get your damn hands off her!,",2021-10-14,
518,#90JYC28PR,#28JUC89JV,"Winter is coming.,",2021-01-26,539
519,#2Y0VLG8RY,#8QVUVRVRG,"NO ADMITTANCE EXCEPT ON PARTY BUSINESS.,",2021-04-22,257
520,#JJPCVQU8,#RCGPJGYQ,"Silence, Earthling. My name is Darth Vader. I am an extraterrestrial from the planet Vulcan!,",2021-03-05,
521,#RCYQYPLG,#90R22UVY,"People in love can overcome anything.,",2021-05-16,691
522,#RPJG28Q,#299VP2C98,"Hey, you! Get your damn hands off her!,",2021-01-14,187
523,#9UQPRG0RU,#LPJCPQRL,"Hey, don't try to take this away from me. This is the only thing I've ever been good at. Well, this and timing my farts to a thunderstorm.,",2020-10-19,54
524,#YJ2LJU2CR,#89QYQL20G,"Is it not meningitis?,",2021-07-31,57
525,#2C2C2PGQ,#C0PPG0,"Memory is not what the heart desires. That is only a mirror....,",2021-09-30,205
526,#8C9CR9YG,#2CR88V0,"Every flight begins with a fall.,",2020-11-29,
527,#UP9QQ9VY,#PU0GY8Q9,"I look foul and feel fair.,",2021-07-12,
528,#8YGVPR9Y0,#QRU0V0GQ,"""And one for you, McFly; I believe that makes four in a row. Now let me give you a nickel's worth of free advice, young man. This so-called Dr. Brown is dangerous. He's a real nutcase. You hang around with him, you're gonna end up in big trouble.,""",2021-05-09,258
529,#PJG9RLQC,#LLGPYL2G,"Weight has nothing to do with it.,",2020-11-05,
530,#LCCGJQJC,#88ULRRLP,"Roads? Where we're going, we don't need roads.,",2021-06-13,422
531,#Y2LJYGUP,#20JLQYG2U,"He's an idiot. Comes from upbringing. His parents are probably idiots, too. Lorraine, you ever have a kid who acts that way, I'll disown you.,",2020-12-06,219
532,#J999R29J,#89QYQL20G,"I’ve got an idea–an idea so smart that my head would explode if I even began to know what I’m talking about.,",2021-08-06,
533,#RCGPJGYQ,#88UPCYJVC,"Short cuts make delays, but inns make longer ones.,",2020-10-17,
534,#82LP8CPJ8,#2QULVQPRG,"Whoa. This is heavy.,",2020-11-04,
535,#209GRYYL0,#8UJQPR22,"I am so not competitive. In fact, I am the least non-competitive. So I win.,",2021-02-06,413
536,#RGP2VC9P,#QGV9QLGY,"Never forget who you are. The rest of the world won't. Wear it like an armor and it can never be used against you.,",2021-01-18,712
537,#2GRQQU02,#998LUCJC,"Power is a curious thing. Who lives, Who dies. Power resides where men believe it resides. It is a trick, A shadow on the wall.,",2021-09-02,782
538,#8CC9G99PG,#9RCYRP2,"I went the distance.,",2021-01-20,
539,#LQ2LRL29,#QUJR89R,"All right. This is an oldie, but, uh... well, it's an oldie where I come from.,",2021-09-09,5
540,#89UV8ULY,#82VJQ22VQ,"Give me honorable enemies rather than ambitious ones, and I'll sleep more easily by night.,",2021-08-28,166
541,#PC99QUQ,#CPQPPQ28,"Fear nothing! Have peace until the morning! Heed no nightly noises!,",2020-10-06,
542,#80UL9QQLY,#2LVQ2R,"Jesus, George, it was a wonder I was even born.,",2021-10-06,944
543,#9PRCYU8U,#PJUJCVUR,"I'm gonna get that son of a bitch.,",2020-12-13,
544,#QPQVLYJJ,#90VLUCGVG,"The North remembers.,",2021-03-16,
545,#LYYQVJ0U,#P0JRRJLYV,"Wait a minute. Wait a minute, Doc. Ah... Are you telling me that you built a time machine... out of a DeLorean?,",2021-11-01,
546,#92R9QJYYQ,#2JPPU8YRY,"Damn fine coffee! And hot!,",2020-08-29,994
547,#20JV0JLGQ,#GVLGLJPL,"Is it not meningitis?,",2021-01-30,958
548,#998LUCJC,#2JJGRPVPL,"Hodor? Hodor.,",2020-10-02,821
549,#C00Y8QJ8,#YLQQGJ2Q,"See you in about 30 years.,",2021-06-09,384
550,#CGJ8JRCR,#PJ2JVLY29,"Do the dead frighten you?,",2021-08-29,823
551,#9GLYYQ2L,#PU9Y888V,"The appropriate question is, 'when the hell are they?' You see, Einstein has just become the world's first time traveler! I sent him into the future. One minute into the future to be exact. And at precisely 1:21 a.m. and zero seconds, we shall catch up with him and the time machine.,",2021-06-11,
552,#GLVCVLJP,#RYRGV0CY,"A hunted man sometimes wearies of distrust and longs for friendship.,",2021-04-12,
553,#8L000LJ9Y,#YGU8Q29Q,"Jesus, George, it was a wonder I was even born.,",2020-10-27,
554,#2LVQ2R,#228J02890,"Give me a Pepsi Free.,",2021-04-27,71
555,#P8CJYJ02,#P2CYLRU9,"Now I may be an idiot, but there’s one thing I am not sir, and that sir, is an idiot.,",2020-12-31,826
556,#J8QPJY8Q,#28YC8C2R,"Ah, Jesus Christ! Jesus Christ, Doc, you disintegrated Einstein!,",2021-02-05,
557,#Q0CPPQC9Q,#CQ0YGRU,"Calvin? Wh... Why do you keep calling me Calvin?,",2020-10-24,939
558,#PGY2YV2G,#P8QP0LUPV,"Great Scott!,",2021-09-11,502
559,#9PVLCGVQ,#JP9JVC9Y,"I look foul and feel fair.,",2020-10-17,93
560,#2RLGQGLC,#92JCC8JUC,"A degenerate, am I? Well, you are a festisio! See? I can make up words too, sister.,",2020-08-24,49
561,#VPP9CQV,#90UL09LP,"Give me honorable enemies rather than ambitious ones, and I'll sleep more easily by night.,",2021-01-27,240
562,#2Y8CJ2LJC,#828JLGVYC,"Why couldn’t he stop talking and let them drink his health?,",2021-03-23,866
563,#9YYGL9GUQ,#889982CQY,"Use your feelings, Obi-Wan, and find him you will.,",2021-06-13,663
564,#2G0JP98QR,#8L000LJ9Y,"Hey, hey, listen, guys... Look, I don't wanna mess with no reefer addicts, okay?,",2020-10-04,
565,#P8J2V2CQ,#CQG8R8UV,"I noticed your band is on the roster for the dance auditions after school today. Why even bother, McFly? You don't have a chance. You're too much like your old man. No McFly ever amounted to anything in the history of Hill Valley!,",2021-03-12,
566,#20RJCRLL9,#2CCQUJJR,"A degenerate, am I? Well, you are a festisio! See? I can make up words too, sister.,",2021-03-22,722
567,#282UV0GQG,#8L8VV88C,"One! Two! Three!,",2021-06-09,279
568,#QUJR89R,#P82PPQPV,"Moonlight drowns out all but the brightest stars.,",2021-09-18,750
569,#U298CV9U,#2828LJQ9C,"There's that word again. 'Heavy.' Why are things so heavy in the future? Is there a problem with the Earth's gravitational pull?,",2020-09-10,131
570,#J002G8UV,#2CUGV2Y98,"Scram, McFly. I'm cuttin' in.,",2020-08-26,985
571,#QGLQC2YYG,#28CGVGQQQ,"Do you want me to come with you?,",2021-03-24,340
572,#Y2LJYGUP,#CY82QGYV,"Where we're from, the birds sing a pretty song, and there's always music in the air.",2021-11-05,
573,#22RPYRV99,#P82YUQ9QY,"You have shown your usual cunning in getting up just in time for a meal.,",2021-06-10,164
574,#L8U8RC8G,#QPQVLYJJ,"Do not assume anything Obi-Wan. Clear your mind must be if you are to discover the real villains behind this plot.,",2021-01-02,
575,#YYC9U9JUV,#9QLU9UJ2R,"No! Marty! We've already agreed that having information about the future can be extremely dangerous. Even if your intentions are good, it can backfire drastically!,",2020-12-01,506
576,#L8U8RC8G,#80RGP2JPR,"Calm down, Marty. I didn't disintegrate anything. The molecular structure of both Einstein and the car are completely intact.,",2021-02-24,903
577,#P9P2GL8,#8J8JG0G0,"Crazy drunk driver.,",2020-10-22,222
578,#92YV2YRGR,#PL0G808QU,"I'm sure that in 1985, plutonium is available in every corner drugstore, but in 1955, it's a little hard to come by.,",2021-10-27,
579,#Y8LRYYQQY,#CQ8CPPG9,"Hey, don't try to take this away from me. This is the only thing I've ever been good at. Well, this and timing my farts to a thunderstorm.,",2020-11-20,
580,#2QCPVQC0Y,#99V99R2PV,"Since you're new here, I-I'm gonna cut you a break, today. So, why don't you make like a tree and get outta here?,",2021-04-11,934
581,#80U90RGV,#PQGV0VCQQ,"Okay. Time circuit's on. Flux capacitor, fluxing. Engine running. All right.,",2021-01-29,650
582,#PJ2JVLY29,#2VP8Q2PU9,"The way I see it, if you're gonna build a time machine into a car, why not do it with some style?,",2021-06-25,
583,#UR8L82JQ,#9Q8QUCUC,"He's a Peeping Tom!,",2020-10-01,727
584,#2CRJGPRY,#2PJP8LJC,"Look, Marvin, you gotta play. See, that's where they kiss for the first time on the dance floor. And if there's no music, they can't dance. If they can't dance, they can't kiss. If they can't kiss they can't fall in love, and I'm history.,",2020-09-05,687
585,#8R2U80VY,#PR009PUL,"Feel the force!,",2020-11-09,
586,#Y0C2RQ0U,#Y202YVUU,"You know, this is — excuse me — a damn fine cup of coffee!",2020-12-27,
587,#P8J2V2CQ,#8C9RQYV2J,"Even the smallest person can change the course of the future.,",2020-11-25,361
588,#9PUUCCY9J,#8CJ2880VR,"See you in about 30 years.,",2020-09-28,
589,#8YGR88JJC,#89PL0YV,"Whoa. This is heavy.,",2020-10-07,
590,#98UVV0,#CJRGGCC8,"Never forget who you are. The rest of the world won't. Wear it like an armor and it can never be used against you.,",2021-07-13,
591,#2RCPG208L,#2GPURRRCG,"No, get out of town. My mom thinks I'm going camping with the guys. Look, Jennifer, my mother would freak out if she knew I was going out with you, and I'd get the standard lecture about how she never did that kind of stuff when she was a kid. I mean, look, I think the woman was born a nun.,",2021-01-13,
592,#8QYCJR99,#P8QP0LUPV,"Lorraine. My density has brought me to you.,",2021-09-16,
593,#2220RUV9Y,#2YL28LQQJ,"This is all wrong. I don't know what it is. But when I kiss you, it's like I'm kissing... my brother. I guess that doesn't make any sense, does it?,",2021-03-04,
594,#C2QCRP0J,#2PCRV0QPY,"But all’s well as ends well,",2020-08-04,
595,#8JRC80YPR,#89UL2CLG,"See you in about 30 years.,",2021-04-04,
596,#2CQ0LU9V,#P8J2V2CQ,"I regret that I should leave this world without again beholding him.,",2021-10-12,139
597,#YU28V0LP,#C0PPG0,"Give me honorable enemies rather than ambitious ones, and I'll sleep more easily by night.,",2020-10-04,
598,#L8U8RC8G,#L2R22CP,"Reckless he is. Matters are worse.,",2020-11-30,109
599,#CPQPPQ28,#G9GVYLQP,"Isn’t ‘bribe’ just another word for ‘love’?,",2021-10-07,796
600,#8QCLQQCVL,#9QULGU02,"You know, this is — excuse me — a damn fine cup of coffee!",2021-09-03,642
601,#98UVV0,#2LJ82YCVR,"Wait a minute. Wait a minute, Doc. Ah... Are you telling me that you built a time machine... out of a DeLorean?,",2020-10-13,54
602,#22GYRRYLJ,#2VJV9RR9J,"In winter here no heart could mourn for summer or for spring.,",2021-03-16,637
603,#8PY0RCUYG,#8RRJCVQR,"Always two there are, no more, no less. A master and an apprentice.,",2020-08-17,524
604,#RGVRQU,#2G9PQUGY,"Perfect! My experiment worked! They're all exactly 25 minutes slow!,",2020-08-10,223
605,#2RQRQVU08,#U98PGQP8,"Their faces were as a rule good-natured rather than beautiful.,",2021-03-29,
606,#9GUULQJJ,#Y22PJ9V9J,"""Sometimes jokes are welcome. Like the one about the kid who said: """"I enjoyed school. It was just the principal of the thing.""""""",2021-02-16,578
607,#QV2PYL,#20RGU0LG0,"Use your feelings, Obi-Wan, and find him you will.,",2021-09-13,863
608,#98RRL0Y2,#92VUJ99VQ,"I don't know.,",2021-01-02,967
609,#8PCGQPV9P,#28QJJ8YUR,"Why is it that when one man builds a wall, the next man immediately needs to know what's on the other side?,",2020-11-24,748
610,#Q0CVCRQR,#QCJQCJ8G,"I love you.,",2021-04-26,484
611,#JPCRVGLY,#PJGGRCPC2,"Ready are you? What know you of ready? For eight hundred years have I trained Jedi. My own counsel will I keep on who is to be trained. A Jedi must have the deepest commitment, the most serious mind. This one a long time have I watched. All his life has he looked away - to the future, to the horizon. Never his mind on where he was. Hmm? What he was doing. Hmph. Adventure. Heh. Excitement. Heh. A Jedi craves not these things. You are reckless.,",2021-03-21,456
612,#92P8RR8LP,#2PCRV0QPY,"Damn! I'm late for school!,",2021-10-29,
613,#9CJP9GRY,#PG9CR2RC,"You really think I ought to swear?,",2021-08-09,215
614,#8Y9QVU2QJ,#L00C8Y9Q2,"Calvin? Wh... Why do you keep calling me Calvin?,",2021-02-07,345
615,#VCVCG2YR,#LVRUV8YV,"Marty, will we ever see you again?,",2021-10-24,449
616,#QGLQC2YYG,#2GJ0R2RL9,"Tape Seinfeld for me.,",2020-08-11,
617,#2Q9VJQL8U,#9PYJVPPLV,"Hello? Hello? Anybody home? Huh? Think, McFly. Think! I gotta have time to get them retyped. Do you realize what would happen if I hand in my reports in your handwriting? I'll get fired. You wouldn't want that to happen, would ya? Would ya?,",2020-09-22,
618,#UQJ9LUP,#UPRJQQ89,"I finally invent something that works!,",2021-02-18,949
619,#VGR9CL0G,#J9V28UL9,"People in love can overcome anything.,",2020-11-25,781
620,#8R8CY9G0,#JUVVY0LU,"Laughter is poison to fear.,",2021-07-06,818
621,#2PJ988U2,#VPP9CQV,"Sing, all ye children of the West,",2021-02-04,
622,#99V99R2PV,#GJJ2Y098J,"Scram, McFly. I'm cuttin' in.,",2021-06-06,895
623,#2CYQJGCR,#28GG9QJPY,"Don't be so gullible, McFly. Got the place fixed up nice, though, McFly.,",2021-09-03,
624,#L8YQLYV2,#9J00RUV,"The leaves were long, the grass was green,",2020-10-13,
625,#2RL2R0J0C,#8VR98PCLC,"That is why you fail.,",2020-09-06,
626,#9YJ08GG08,#2YQP98L8R,"See you later, Pop. Whoo! Time to change that oil.,",2020-09-17,480
627,#2VUJQQVGR,#88ULRRLP,"You want a Pepsi, pal, you're gonna pay for it.,",2020-10-16,101
628,#9PYJVPPLV,#GGLRL0,"Van Halen!,",2021-04-29,242
629,#YVCPCRR,#98RRL0Y2,"Roads? Where we're going, we don't need roads.,",2020-12-21,
630,#UY900V,#92R9QJYYQ,"his old life lay behind in the mists, dark adventure lay in front.,",2020-11-09,276
631,#R0CG80YG0,#2J00PG8U2,"Oh, that's Joey. He cries when we take him out so we just leave him in there.,",2020-12-09,160
632,#89UP8GG8L,#PQLGJ90Y,"Oh, that's Joey. He cries when we take him out so we just leave him in there.,",2021-07-02,734
633,#2QCR9L9P2,#2YP2UJJ0U,"Someone else always has to carry on the story.,",2021-10-06,772
634,#2YC9QC8L9,#RVL8JP,"The wolf that one hears is worse than the orc that one fears. - Boromir,",2021-07-26,
635,#JPQPPUJ,#2UQ8UC8R9,"Van Halen!,",2021-11-06,478
636,#P88L0ULQ,#PC99QUQ,"Always pass on what you have learned.,",2021-10-12,
637,#PL8QL08,#GG8UC0CP,"I'll be in Hell before you start breakfast! Let her rip!,",2020-10-25,
638,#RGVRQU,#8GP2YJCL9,"It’s Peanut Butter Jelly Time.,",2021-01-11,92
639,#J002G8UV,#G2RPJVRJ,"The appropriate question is, 'when the hell are they?' You see, Einstein has just become the world's first time traveler! I sent him into the future. One minute into the future to be exact. And at precisely 1:21 a.m. and zero seconds, we shall catch up with him and the time machine.,",2020-10-24,
640,#JJVVV8RG,#2RQ89029J,"Often does hatred hurt itself!,",2020-09-28,
641,#8QCLQQCVL,#8L000LJ9Y,"Things have certainly changed around here. I remember when this was all farmland as far the eye could see. Old man Peabody owned all of this. He had this crazy idea about breeding pine trees.,",2021-01-09,
642,#2YVQQPQJL,#GQPRJCUU,"Memory is not what the heart desires. That is only a mirror....,",2020-08-25,165
643,#9VY020RQV,#20GQRV8G9,"No! It requires something with a little more kick...plutonium!,",2021-02-28,414
644,#P8CJYJ02,#8PQ9QCPL,"Okay. Time circuit's on. Flux capacitor, fluxing. Engine running. All right.,",2020-11-26,151
645,#89QYQL20G,#8PV2R08L,"I had a horrible nightmare. I dreamed that I went... back in time. It was terrible.,",2020-11-30,649
646,#2Y0VLG8RY,#YCPC92CC,"Hey, McFly! I thought I told you never to come in here.,",2020-10-30,932
647,#99P9VLCR2,#2Y0C2V0JG,"Much to learn you still have my old padawan. ... This is just the beginning!,",2021-01-02,
648,#9J00RUV,#90UL09LP,"Hey, Biff, get a load of this guy's life preserver. Dork thinks he's gonna drown.,",2021-11-09,
649,#28JUC89JV,#288CUPUPP,"Hurrah for anarchy! This is the happiest moment of my life.,",2020-10-19,
650,#2UCLC88U,#CJCR98C,"Next saturday night we're sending you back to the future!,",2020-12-25,
651,#80U2Q9C9Q,#QGCLQLYJV,"Last night, Darth Vader came down from Planet Vulcan and told me that if I didn't take Lorraine out, that he'd melt my brain.,",2021-05-10,
652,#2PY2228U9,#28LUR080P,"I'm gonna get that son of a bitch.,",2020-09-25,
653,#GCVVV8YR,#9V0PQY2YG,"Okay, I won't.,",2021-04-11,680
654,#20JYUJGPQ,#28V9Q0,"Nothing burns like the cold.,",2020-08-21,978
655,#2JR800G,#9RGQJ8JUP,"I went the distance.,",2021-03-08,
656,#Q0CPPQC9Q,#J8YPGGJ,"Stand tall, boy. Have some respect for yourself. Don't you know, if you let people walk over you now, they'll be walking over you for the rest of your life. Look at me. You think I'm gonna spend the rest of my life in this slop house?,",2021-05-12,75
657,#YCLCY0R,#98YVRUYLR,"The dark side clouds everything. Impossible to see the future is.,",2021-03-15,58
658,#8PP0Y8J2,#Y202YVUU,"Hey, McFly! I thought I told you never to come in here.,",2020-09-18,606
659,#8Y9VPLLYC,#2UVUR2YPP,"Since when can weathermen predict the weather, let alone the future?,",2020-12-01,31
660,#22PL82RRU,#202U2J08Q,"But all’s well as ends well,",2021-02-12,
661,#9YGJG8LP,#2Y0PV0VYP,"I went the distance.,",2020-11-22,
662,#8V2RJLUL,#RCGPJGYQ,"The great storm is coming, but the tide has turned.,",2020-12-07,67
663,#2RPQJYQ9,#LQ9J02P,"Oh, my God. They found me. I don't know how, but they found me. Run for it, Marty!,",2021-02-21,806
664,#UCYRJRL9,#2QCR9L9P2,"Yes. Yes. I'm George. George McFly. I'm your density. I mean, your destiny.,",2020-11-30,739
665,#2Y0C2V0JG,#UJVJJ0LU,"I want to be a healer, and love all things that grow and are not barren.,",2021-10-08,636
666,#PJ2JVLY29,#8R2JCGPC,"You can get anything you want at Alice's restaurant.,",2021-01-30,999
667,#QUV8C89,#20JYUJGPQ,"Scram, McFly. I'm cuttin' in.,",2021-04-13,
668,#9Y2LCU0UV,#PJ2JVLY29,"Since you're new here, I-I'm gonna cut you a break, today. So, why don't you make like a tree and get outta here?,",2021-06-24,997
669,#80LPYLGC,#G82LPRJG,"The things I do for love.,",2021-04-21,
670,#88VR0GVPL,#2JJ9Y9GLQ,"Hey, come on. I had to change. Do you think I'm going back in that-that zoot suit? The old man really came through. It worked!,",2020-11-02,810
671,#2PR28G2,#2YJLLJYGP,"I love you.,",2020-09-23,
672,#9QR0Q2YYC,#2092CR2RV,"But in this at least thou shalt not defy my will: to rule my own end.,",2021-04-11,844
673,#9LR00P2G,#9PRP2URC,"Not all those who wander are lost,",2020-08-10,162
674,#8J2PRR9Y,#9RG0VPUVY,"A lion doesn't concern itself with the opinion of sheep.,",2021-04-02,284
675,#JY9JLYRR,#VRYV8QGQ,"Reckless he is. Matters are worse.,",2021-03-31,760
676,#YVJQQLPPR,#V0QCQUCL,"I've had enough practical jokes for one evening. Good night, future boy!,",2020-12-25,
677,#YG2UVPPRQ,#2RCPG208L,"I look foul and feel fair.,",2021-04-04,969
678,#8VUPVJ2R,#28Q0YRYU9,"It's stopped.,",2021-05-14,968
679,#28Q0YRYU9,#JQ8C0P,"...as young and as ancient as Spring....,",2020-11-19,821
680,#28GUPV8QG,#8JRC80YPR,"Let's see if you bastards can do 90.,",2021-11-01,909
681,#P29Q09C9V,#2Y8LPPUG8,"All's well that ends better.,",2021-10-26,192
682,#L00RCJYG2,#P9L2UGPR,"Anyway, your Grandpa hit him with the car and brought him into the house. He seemed so helpless, like a little lost puppy, and my heart just went out to him.,",2021-01-28,591
683,#JU0VG99C,#J9URJR90,"You know, this is — excuse me — a damn fine cup of coffee!",2020-12-03,859
684,#2QCUGCPQ,#8P0URCRV,"Goodnight, my darlings, I'll see you tomorrow.,",2021-10-04,586
685,#P8C8JRV,#YPCVU2UQ,"I don't keep water in my pockets.,",2021-09-27,
686,#GJJ2Y098J,#GQ20CGP,"Happy.,",2021-06-21,642
687,#P29YGR98,#8PV2R08L,"Maybe you were adopted.,",2021-06-16,53
688,#2220RUV9Y,#8UV990YU,"Sing, all ye children of the West,",2020-08-10,
689,#PRCV0JUU,#2PY2228U9,"I finally invent something that works!,",2021-01-27,
690,#U2UJQCL0,#22YQRCCV,"Moonlight drowns out all but the brightest stars.,",2021-04-10,
691,#YVJQQLPPR,#PRU8Y0UQY,"It's already mutated into human form! Shoot it!,",2020-08-09,688
692,#LVRUV8YV,#2GJC9PR28,"All's well that ends better.,",2021-07-08,
693,#88JVUCJ,#PQLGJ90Y,"He's a Peeping Tom!,",2021-10-24,605
694,#9YPJY2GU2,#89JV98089,"Fear cuts deeper than swords.,",2020-10-30,729
695,#2VJV9RR9J,#YLRU2LLYP,"You will soon be well, if I do not talk you to death.,",2020-12-07,
696,#2GRQQU02,#RPUU9RY8,"Pain, suffering, death I feel. Something terrible has happened. Young Skywalker is in pain. Terrible pain,",2021-01-03,591
697,#820UJQUYY,#2JUPU0LPV,"At an end your rule is, and not short enough it was!,",2021-03-09,634
698,#PP80GVGUP,#2UJ0RCCUQ,"The wolf that one hears is worse than the orc that one fears. - Boromir,",2020-11-11,4
699,#PY9CULY,#GJJ2Y098J,"Memory is not what the heart desires. That is only a mirror....,",2020-11-24,555
700,#92LRGLQ2C,#9Q8UCU0Q0,"Save the clock tower!,",2021-08-18,468
701,#8PV2R08L,#9VQQ99Y8,"Damn fine coffee! And hot!,",2021-06-05,763
702,#22JYR8PR,#PCRRR2VV,"Knowledge could be more valuable than gold, more deadly than a dagger.,",2021-01-23,751
703,#LRYQU2V,#Q0CPPQC9Q,"And so he spoke, and so he spoke, that Lord of Castamere, but now the rains weep o'er his hall, with no one there to hear. Yes, now the rains weep o'er his hall, and not a soul to hear.,",2021-01-13,
704,#YLRVGPJP,#Q0CVCRQR,"I regret that I should leave this world without again beholding him.,",2021-10-17,78
705,#28V9Q0,#GGVRR8V2V,"We're the, uh... We're the Pinheads.,",2021-03-08,89
706,#8YULR0QR,#PQR90RV9C,"No! Marty! We've already agreed that having information about the future can be extremely dangerous. Even if your intentions are good, it can backfire drastically!,",2021-02-26,907
707,#LU8RUR,#20GQRV8G9,"I love you.,",2021-02-11,666
708,#RPJG28Q,#9PRCYU8U,"Oh, honey, he's teasing you. Nobody has two television sets.,",2020-12-13,991
709,#P88L0ULQ,#22R2JCR2C,"Once you’ve accepted your flaws, no one can use them against you.,",2021-04-20,
710,#Y9JGY28U,#88UPCYJVC,"I’ll get there, if I leave everything but my bones behind,,",2020-08-11,871
