player,clan,gold,date
#2L0V2YQUY,#9G2PVP0R,15,2021-09-04
#2L0V2YQUY,#9G2PVP0R,55,2021-08-16
#2L0V2YQUY,#9G2PVP0R,20,2021-10-08
#J999R29J,#9G2PVP0R,45,2021-09-23
#J999R29J,#9G2PVP0R,35,2021-08-10
#2Q8RJGPVV,#9G2PVP0R,40,2021-10-23
#Q9GV0Y8Y,#9G2PVP0R,55,2021-10-10
#20L8Y9QY,#9G2PVP0R,50,2021-11-04
#20L8Y9QY,#9G2PVP0R,30,2021-08-04
#20L8Y9QY,#9G2PVP0R,55,2021-08-05
#20L8Y9QY,#9G2PVP0R,55,2021-09-10
#20L8Y9QY,#9G2PVP0R,50,2021-09-03
#20L8Y9QY,#9G2PVP0R,40,2021-11-09
#20L8Y9QY,#9G2PVP0R,45,2021-09-04
#20L8Y9QY,#9G2PVP0R,40,2021-09-17
#20L8Y9QY,#9G2PVP0R,20,2021-09-11
#20L8Y9QY,#9G2PVP0R,55,2021-08-13
#298G9YQ02,#9G2PVP0R,30,2021-09-14
#298G9YQ02,#9G2PVP0R,35,2021-09-22
#298G9YQ02,#9G2PVP0R,45,2021-11-09
#298G9YQ02,#9G2PVP0R,30,2021-10-14
#R9U2J8CR,#9G2PVP0R,45,2021-09-29
#9QULGU02,#9G2PVP0R,35,2021-08-27
#9QULGU02,#9G2PVP0R,30,2021-09-02
#9QULGU02,#9G2PVP0R,35,2021-10-28
#9QULGU02,#9G2PVP0R,15,2021-08-27
#9QULGU02,#9G2PVP0R,40,2021-09-19
#LY00J89PJ,#9G2PVP0R,35,2021-08-19
#LY00J89PJ,#9G2PVP0R,55,2021-09-25
#LY00J89PJ,#9G2PVP0R,15,2021-08-09
#LY00J89PJ,#9G2PVP0R,25,2021-09-11
#LY00J89PJ,#9G2PVP0R,50,2021-10-11
#LY00J89PJ,#9G2PVP0R,35,2021-11-04
#LY00J89PJ,#9G2PVP0R,35,2021-09-04
#28QJJ8YUR,#9G2PVP0R,55,2021-09-18
#28QJJ8YUR,#9G2PVP0R,25,2021-11-08
#28QJJ8YUR,#9G2PVP0R,30,2021-11-09
#28QJJ8YUR,#9G2PVP0R,50,2021-10-22
#28QJJ8YUR,#9G2PVP0R,30,2021-10-21
#28QJJ8YUR,#9G2PVP0R,40,2021-09-05
#9RG0VPUVY,#9G2PVP0R,40,2021-08-22
#9RG0VPUVY,#9G2PVP0R,40,2021-10-30
#9RG0VPUVY,#9G2PVP0R,55,2021-08-21
#9RG0VPUVY,#9G2PVP0R,35,2021-11-03
#9RG0VPUVY,#9G2PVP0R,25,2021-08-17
#9RG0VPUVY,#9G2PVP0R,40,2021-08-24
#9RG0VPUVY,#9G2PVP0R,25,2021-09-13
#9RG0VPUVY,#9G2PVP0R,25,2021-08-31
#8P00CJGY,#9G2PVP0R,45,2021-09-17
#8P00CJGY,#9G2PVP0R,45,2021-09-26
#8P00CJGY,#9G2PVP0R,35,2021-08-19
#8P00CJGY,#9G2PVP0R,55,2021-10-14
#8P00CJGY,#9G2PVP0R,40,2021-10-03
#8P00CJGY,#9G2PVP0R,20,2021-10-04
#8P00CJGY,#9G2PVP0R,40,2021-08-23
#8P00CJGY,#9G2PVP0R,20,2021-10-13
#8P00CJGY,#9G2PVP0R,15,2021-10-04
#YG2GY9QU,#9G2PVP0R,40,2021-08-23
#YG2GY9QU,#9G2PVP0R,30,2021-09-03
#UCC2PLP8,#9G2PVP0R,55,2021-09-07
#UCC2PLP8,#9G2PVP0R,20,2021-10-14
#UCC2PLP8,#9G2PVP0R,45,2021-08-31
#UCC2PLP8,#9G2PVP0R,50,2021-08-08
#UCC2PLP8,#9G2PVP0R,40,2021-09-19
#UCC2PLP8,#9G2PVP0R,25,2021-10-26
#UCC2PLP8,#9G2PVP0R,30,2021-08-20
#UCC2PLP8,#9G2PVP0R,45,2021-08-31
#UCC2PLP8,#9G2PVP0R,25,2021-08-29
#P29YGR98,#9G2PVP0R,40,2021-08-22
#P29YGR98,#9G2PVP0R,45,2021-08-28
#P29YGR98,#9G2PVP0R,55,2021-10-09
#P29YGR98,#9G2PVP0R,50,2021-09-27
#VCUYGG8J,#9G2PVP0R,40,2021-08-05
#VCUYGG8J,#9G2PVP0R,50,2021-09-11
#VCUYGG8J,#9G2PVP0R,15,2021-08-30
#98CPJ2PQ,#9G2PVP0R,35,2021-10-22
#98CPJ2PQ,#9G2PVP0R,35,2021-10-05
#98CPJ2PQ,#9G2PVP0R,30,2021-11-07
#98CPJ2PQ,#9G2PVP0R,30,2021-11-06
#98CPJ2PQ,#9G2PVP0R,35,2021-10-17
#98CPJ2PQ,#9G2PVP0R,55,2021-10-26
#98CPJ2PQ,#9G2PVP0R,20,2021-09-05
#2U0JJQQYY,#9G2PVP0R,50,2021-09-26
#2U0JJQQYY,#9G2PVP0R,45,2021-10-31
#2U0JJQQYY,#9G2PVP0R,25,2021-08-12
#2U0JJQQYY,#9G2PVP0R,20,2021-11-06
#2U0JJQQYY,#9G2PVP0R,15,2021-09-26
#2U0JJQQYY,#9G2PVP0R,25,2021-11-02
#CL2V9U00,#9G2PVP0R,30,2021-10-06
#CL2V9U00,#9G2PVP0R,45,2021-10-18
#CL2V9U00,#9G2PVP0R,40,2021-09-05
#CL2V9U00,#9G2PVP0R,20,2021-09-04
#YP2YJJJ2,#9G2PVP0R,45,2021-09-30
#YP2YJJJ2,#9G2PVP0R,40,2021-08-24
#YP2YJJJ2,#9G2PVP0R,30,2021-10-21
#YP2YJJJ2,#9G2PVP0R,35,2021-09-11
#YP2YJJJ2,#9G2PVP0R,30,2021-10-06
#YP2YJJJ2,#9G2PVP0R,40,2021-10-01
#YP2YJJJ2,#9G2PVP0R,15,2021-10-11
#YP2YJJJ2,#9G2PVP0R,15,2021-08-18
#8LCYR90LP,#9G2PVP0R,45,2021-09-22
#8LCYR90LP,#9G2PVP0R,30,2021-10-30
#8LCYR90LP,#9G2PVP0R,45,2021-08-14
#8LCYR90LP,#9G2PVP0R,35,2021-10-29
#8LCYR90LP,#9G2PVP0R,55,2021-10-21
#8LCYR90LP,#9G2PVP0R,30,2021-10-22
#2GVLPR28L,#9G2PVP0R,30,2021-10-25
#2GVLPR28L,#9G2PVP0R,35,2021-11-11
#2GVLPR28L,#9G2PVP0R,15,2021-09-19
#2GVLPR28L,#9G2PVP0R,25,2021-10-14
#2GVLPR28L,#9G2PVP0R,20,2021-10-15
#2GVLPR28L,#9G2PVP0R,20,2021-10-28
#2GVLPR28L,#9G2PVP0R,40,2021-08-10
#28Y2V0C,#9G2PVP0R,30,2021-10-23
#28Y2V0C,#9G2PVP0R,45,2021-08-05
#28Y2V0C,#9G2PVP0R,50,2021-10-16
#2Y8LPPUG8,#9G2PVP0R,45,2021-10-24
#2Y8LPPUG8,#9G2PVP0R,45,2021-10-02
#2Y8LPPUG8,#9G2PVP0R,30,2021-09-26
#2Y8LPPUG8,#9G2PVP0R,30,2021-08-14
#2Y8LPPUG8,#9G2PVP0R,45,2021-08-21
#2Y8LPPUG8,#9G2PVP0R,45,2021-11-07
#2Y8LPPUG8,#9G2PVP0R,45,2021-08-27
#G2YGPR8R,#9G2PVP0R,35,2021-10-25
#80U90RGV,#9G2PVP0R,35,2021-11-03
#80U90RGV,#9G2PVP0R,35,2021-10-29
#80U90RGV,#9G2PVP0R,25,2021-08-12
#80U90RGV,#9G2PVP0R,45,2021-08-06
#80U90RGV,#9G2PVP0R,15,2021-10-29
#80U90RGV,#9G2PVP0R,50,2021-08-15
#80U90RGV,#9G2PVP0R,15,2021-09-29
#80U90RGV,#9G2PVP0R,50,2021-08-25
#80U90RGV,#9G2PVP0R,50,2021-08-18
#L2UR0Y0J,#9G2PVP0R,30,2021-10-09
#L2UR0Y0J,#9G2PVP0R,25,2021-11-10
#L2UR0Y0J,#9G2PVP0R,55,2021-09-23
#L2UR0Y0J,#9G2PVP0R,35,2021-09-12
#L2UR0Y0J,#9G2PVP0R,15,2021-10-07
#L2UR0Y0J,#9G2PVP0R,25,2021-08-18
#L2UR0Y0J,#9G2PVP0R,55,2021-10-18
#L2UR0Y0J,#9G2PVP0R,15,2021-10-16
#L2UR0Y0J,#9G2PVP0R,55,2021-08-29
#L2UR0Y0J,#9G2PVP0R,15,2021-10-26
#8GLQ9G0RG,#9G2PVP0R,25,2021-10-22
#8GLQ9G0RG,#9G2PVP0R,35,2021-10-21
#8GLQ9G0RG,#9G2PVP0R,35,2021-09-18
#8GLQ9G0RG,#9G2PVP0R,50,2021-09-14
#8GLQ9G0RG,#9G2PVP0R,50,2021-10-11
#8GLQ9G0RG,#9G2PVP0R,15,2021-10-23
#2Y0PV0VYP,#9G2PVP0R,55,2021-09-21
#2Y0PV0VYP,#9G2PVP0R,45,2021-09-13
#2Y0PV0VYP,#9G2PVP0R,20,2021-09-01
#2Y0PV0VYP,#9G2PVP0R,35,2021-08-15
#2Y0PV0VYP,#9G2PVP0R,45,2021-10-30
#2Y0PV0VYP,#9G2PVP0R,30,2021-09-19
#2Y0PV0VYP,#9G2PVP0R,30,2021-08-22
#2Y0PV0VYP,#9G2PVP0R,30,2021-09-02
#2Y0PV0VYP,#9G2PVP0R,15,2021-09-18
#J9V28UL9,#9G2PVP0R,55,2021-08-21
#J9V28UL9,#9G2PVP0R,35,2021-09-30
#J9V28UL9,#9G2PVP0R,15,2021-10-13
#J9V28UL9,#9G2PVP0R,20,2021-10-03
#J9V28UL9,#9G2PVP0R,40,2021-09-10
#J9V28UL9,#9G2PVP0R,35,2021-08-18
#J9V28UL9,#9G2PVP0R,30,2021-09-11
#8QPYVCL,#9G2PVP0R,20,2021-08-08
#8QPYVCL,#9G2PVP0R,35,2021-09-24
#8QPYVCL,#9G2PVP0R,30,2021-09-30
#8QPYVCL,#9G2PVP0R,15,2021-09-21
#8QPYVCL,#9G2PVP0R,40,2021-09-01
#8QPYVCL,#9G2PVP0R,20,2021-10-28
#8QPYVCL,#9G2PVP0R,40,2021-09-03
#8QPYVCL,#9G2PVP0R,20,2021-10-29
#92JCC8JUC,#9G2PVP0R,35,2021-08-30
#92JCC8JUC,#9G2PVP0R,45,2021-10-05
#92JCC8JUC,#9G2PVP0R,25,2021-09-13
#92JCC8JUC,#9G2PVP0R,25,2021-11-10
#8PCCYQVG,#9G2PVP0R,35,2021-08-23
#8PCCYQVG,#9G2PVP0R,15,2021-10-13
#8PCCYQVG,#9G2PVP0R,50,2021-10-06
#8PCCYQVG,#9G2PVP0R,40,2021-08-28
#8PCCYQVG,#9G2PVP0R,25,2021-10-11
#8PCCYQVG,#9G2PVP0R,55,2021-11-02
#8PCCYQVG,#9G2PVP0R,20,2021-09-18
#YLUY9YQ0,#9G2PVP0R,25,2021-09-21
#20RJCRLL9,#9G2PVP0R,45,2021-09-29
#20RJCRLL9,#9G2PVP0R,20,2021-10-02
#20RJCRLL9,#9G2PVP0R,40,2021-10-07
#U298CV9U,#9G2PVP0R,35,2021-09-09
#U298CV9U,#9G2PVP0R,40,2021-08-08
#U298CV9U,#9G2PVP0R,30,2021-09-27
#U298CV9U,#9G2PVP0R,35,2021-09-04
#U298CV9U,#9G2PVP0R,25,2021-09-17
#U298CV9U,#9G2PVP0R,55,2021-10-20
#U298CV9U,#9G2PVP0R,40,2021-08-05
#9RGQJ8JUP,#9G2PVP0R,30,2021-09-07
#9RGQJ8JUP,#9G2PVP0R,35,2021-09-29
#92P8RR8LP,#9G2PVP0R,15,2021-08-18
#92P8RR8LP,#9G2PVP0R,50,2021-09-14
#92P8RR8LP,#9G2PVP0R,15,2021-10-27
#80U2Q9C9Q,#9G2PVP0R,35,2021-09-15
#80U2Q9C9Q,#9G2PVP0R,50,2021-08-23
#80U2Q9C9Q,#9G2PVP0R,35,2021-08-17
#80U2Q9C9Q,#9G2PVP0R,25,2021-09-22
#80U2Q9C9Q,#9G2PVP0R,15,2021-10-03
#80U2Q9C9Q,#9G2PVP0R,50,2021-09-17
#80U2Q9C9Q,#9G2PVP0R,45,2021-11-06
#9V2V2VP,#9G2PVP0R,30,2021-10-25
#20RGU0LG0,#9G2PVP0R,30,2021-10-30
#20RGU0LG0,#9G2PVP0R,30,2021-08-20
#20RGU0LG0,#9G2PVP0R,35,2021-08-09
#20RGU0LG0,#9G2PVP0R,25,2021-10-31
#20RGU0LG0,#9G2PVP0R,25,2021-09-22
#20RGU0LG0,#9G2PVP0R,35,2021-11-04
#2Q9VJQL8U,#9G2PVP0R,45,2021-10-10
#2Q9VJQL8U,#9G2PVP0R,50,2021-08-15
#2Q9VJQL8U,#9G2PVP0R,50,2021-09-16
#2Q9VJQL8U,#9G2PVP0R,50,2021-10-04
#2Q9VJQL8U,#9G2PVP0R,40,2021-10-04
#299VP2C98,#9G2PVP0R,50,2021-10-26
#299VP2C98,#9G2PVP0R,20,2021-10-05
#299VP2C98,#9G2PVP0R,15,2021-09-17
#299VP2C98,#9G2PVP0R,30,2021-09-13
#299VP2C98,#9G2PVP0R,50,2021-09-02
#299VP2C98,#9G2PVP0R,25,2021-08-25
#299VP2C98,#9G2PVP0R,50,2021-09-09
#299VP2C98,#9G2PVP0R,20,2021-10-06
#299VP2C98,#9G2PVP0R,55,2021-08-18
#299VP2C98,#9G2PVP0R,15,2021-08-14
#UUQQJ2U0,#9G2PVP0R,20,2021-11-01
#UUQQJ2U0,#9G2PVP0R,40,2021-08-07
#UUQQJ2U0,#9G2PVP0R,35,2021-09-22
#UUQQJ2U0,#9G2PVP0R,20,2021-08-19
#UUQQJ2U0,#9G2PVP0R,15,2021-09-19
#80UL9QQLY,#9G2PVP0R,50,2021-10-03
#80UL9QQLY,#9G2PVP0R,40,2021-10-13
#80UL9QQLY,#9G2PVP0R,25,2021-08-15
#80UL9QQLY,#9G2PVP0R,20,2021-08-03
#80UL9QQLY,#9G2PVP0R,20,2021-08-25
#80UL9QQLY,#9G2PVP0R,25,2021-09-11
#80UL9QQLY,#9G2PVP0R,40,2021-08-09
#80UL9QQLY,#9G2PVP0R,40,2021-09-22
#80UL9QQLY,#9G2PVP0R,25,2021-08-30
#8JG820YQG,#9G2PVP0R,55,2021-10-25
#8JG820YQG,#9G2PVP0R,50,2021-08-04
#8JG820YQG,#9G2PVP0R,25,2021-09-07
#8JG820YQG,#9G2PVP0R,35,2021-10-14
#8R9YJYRYG,#9G2PVP0R,45,2021-10-25
#8R9YJYRYG,#9G2PVP0R,35,2021-10-10
#8R9YJYRYG,#9G2PVP0R,20,2021-09-11
#8R9YJYRYG,#9G2PVP0R,25,2021-08-13
#8R9YJYRYG,#9G2PVP0R,40,2021-09-27
#8R9YJYRYG,#9G2PVP0R,50,2021-09-29
#8R9YJYRYG,#9G2PVP0R,20,2021-08-15
#LLGPYL2G,#PPCLCJG9,40,2021-10-10
#LLGPYL2G,#PPCLCJG9,25,2021-08-13
#LLGPYL2G,#PPCLCJG9,30,2021-09-23
#LLGPYL2G,#PPCLCJG9,25,2021-10-26
#LLGPYL2G,#PPCLCJG9,20,2021-11-05
#PV2GC0CYP,#PPCLCJG9,30,2021-11-06
#PV2GC0CYP,#PPCLCJG9,55,2021-10-04
#P0VC8PJR,#PPCLCJG9,25,2021-09-26
#P0VC8PJR,#PPCLCJG9,30,2021-08-30
#P0VC8PJR,#PPCLCJG9,50,2021-10-17
#P0VC8PJR,#PPCLCJG9,20,2021-10-08
#P0VC8PJR,#PPCLCJG9,35,2021-11-07
#P0VC8PJR,#PPCLCJG9,55,2021-08-05
#P0VC8PJR,#PPCLCJG9,50,2021-08-12
#P0VC8PJR,#PPCLCJG9,15,2021-08-22
#2CQ0LU9V,#PPCLCJG9,35,2021-08-30
#2CQ0LU9V,#PPCLCJG9,35,2021-08-16
#2CQ0LU9V,#PPCLCJG9,35,2021-10-05
#2Y0C2V0JG,#PPCLCJG9,20,2021-11-03
#2PURUJPQ,#PPCLCJG9,45,2021-10-30
#2PURUJPQ,#PPCLCJG9,20,2021-09-14
#2PURUJPQ,#PPCLCJG9,55,2021-10-23
#2PURUJPQ,#PPCLCJG9,20,2021-11-08
#2PURUJPQ,#PPCLCJG9,55,2021-08-20
#2PURUJPQ,#PPCLCJG9,40,2021-09-18
#2PURUJPQ,#PPCLCJG9,20,2021-08-21
#2PURUJPQ,#PPCLCJG9,25,2021-09-14
#89U2UCQVQ,#PPCLCJG9,40,2021-09-18
#89U2UCQVQ,#PPCLCJG9,15,2021-09-11
#VGR9CL0G,#PPCLCJG9,50,2021-11-09
#VGR9CL0G,#PPCLCJG9,35,2021-08-31
#VGR9CL0G,#PPCLCJG9,25,2021-08-26
#VGR9CL0G,#PPCLCJG9,50,2021-08-19
#VGR9CL0G,#PPCLCJG9,20,2021-10-19
#VGR9CL0G,#PPCLCJG9,55,2021-09-15
#VGR9CL0G,#PPCLCJG9,35,2021-08-20
#VGR9CL0G,#PPCLCJG9,15,2021-10-08
#VGR9CL0G,#PPCLCJG9,20,2021-10-19
#VGR9CL0G,#PPCLCJG9,25,2021-08-10
#20JV0JLGQ,#PPCLCJG9,30,2021-08-14
#20JV0JLGQ,#PPCLCJG9,55,2021-09-15
#20JV0JLGQ,#PPCLCJG9,55,2021-08-09
#20JV0JLGQ,#PPCLCJG9,45,2021-08-31
#20JV0JLGQ,#PPCLCJG9,55,2021-10-16
#20JV0JLGQ,#PPCLCJG9,40,2021-09-02
#20JV0JLGQ,#PPCLCJG9,45,2021-09-30
#20JV0JLGQ,#PPCLCJG9,25,2021-08-24
#20JV0JLGQ,#PPCLCJG9,55,2021-10-26
#G8Q8C08,#PPCLCJG9,45,2021-08-27
#G8Q8C08,#PPCLCJG9,15,2021-11-10
#G8Q8C08,#PPCLCJG9,30,2021-10-03
#G8Q8C08,#PPCLCJG9,40,2021-10-24
#G8Q8C08,#PPCLCJG9,40,2021-09-16
#JUUQ99U0,#PPCLCJG9,45,2021-08-16
#JUUQ99U0,#PPCLCJG9,15,2021-08-21
#JUUQ99U0,#PPCLCJG9,40,2021-08-23
#JUUQ99U0,#PPCLCJG9,55,2021-09-19
#JUUQ99U0,#PPCLCJG9,25,2021-09-27
#JUUQ99U0,#PPCLCJG9,45,2021-10-31
#JUUQ99U0,#PPCLCJG9,45,2021-09-08
#JUUQ99U0,#PPCLCJG9,30,2021-08-11
#J8J0Q20Y,#PPCLCJG9,45,2021-10-28
#J8J0Q20Y,#PPCLCJG9,55,2021-09-13
#J8J0Q20Y,#PPCLCJG9,40,2021-09-13
#J8J0Q20Y,#PPCLCJG9,25,2021-09-10
#J8J0Q20Y,#PPCLCJG9,35,2021-10-03
#J8J0Q20Y,#PPCLCJG9,50,2021-09-29
#PC99QUQ,#PPCLCJG9,25,2021-10-03
#PC99QUQ,#PPCLCJG9,40,2021-08-16
#PC99QUQ,#PPCLCJG9,25,2021-09-08
#PC99QUQ,#PPCLCJG9,45,2021-09-17
#PC99QUQ,#PPCLCJG9,35,2021-09-05
#PC99QUQ,#PPCLCJG9,40,2021-09-02
#PC99QUQ,#PPCLCJG9,15,2021-08-16
#PC99QUQ,#PPCLCJG9,40,2021-08-20
#PC99QUQ,#PPCLCJG9,40,2021-09-13
#UG8YP2YU,#PPCLCJG9,50,2021-09-23
#UG8YP2YU,#PPCLCJG9,35,2021-09-13
#UG8YP2YU,#PPCLCJG9,45,2021-08-29
#UG8YP2YU,#PPCLCJG9,30,2021-10-02
#UG8YP2YU,#PPCLCJG9,50,2021-09-14
#UG8YP2YU,#PPCLCJG9,50,2021-09-08
#29Y8YPVLV,#PPCLCJG9,55,2021-08-24
#29Y8YPVLV,#PPCLCJG9,45,2021-09-21
#8PCGQPV9P,#PPCLCJG9,50,2021-08-19
#8PCGQPV9P,#PPCLCJG9,35,2021-09-24
#8PCGQPV9P,#PPCLCJG9,35,2021-10-13
#2LR9YP02G,#PPCLCJG9,35,2021-10-16
#2LR9YP02G,#PPCLCJG9,20,2021-09-18
#2LR9YP02G,#PPCLCJG9,45,2021-09-10
#28LGJ8RUR,#PPCLCJG9,30,2021-09-20
#28LGJ8RUR,#PPCLCJG9,20,2021-10-03
#28LGJ8RUR,#PPCLCJG9,55,2021-09-02
#YU9C2UGL,#PPCLCJG9,30,2021-08-04
#YU9C2UGL,#PPCLCJG9,50,2021-11-05
#YU9C2UGL,#PPCLCJG9,35,2021-08-07
#YU9C2UGL,#PPCLCJG9,55,2021-09-19
#YU9C2UGL,#PPCLCJG9,35,2021-10-10
#YU9C2UGL,#PPCLCJG9,55,2021-08-18
#YU9C2UGL,#PPCLCJG9,25,2021-10-03
#YU9C2UGL,#PPCLCJG9,40,2021-08-11
#YU9C2UGL,#PPCLCJG9,25,2021-09-24
#PCPGJ8J0,#PPCLCJG9,30,2021-11-05
#PCPGJ8J0,#PPCLCJG9,15,2021-09-21
#PCPGJ8J0,#PPCLCJG9,35,2021-11-03
#PCPGJ8J0,#PPCLCJG9,15,2021-10-09
#PCPGJ8J0,#PPCLCJG9,15,2021-10-28
#PCPGJ8J0,#PPCLCJG9,55,2021-08-15
#PCPGJ8J0,#PPCLCJG9,50,2021-08-19
#ULULJC0C,#PPCLCJG9,40,2021-10-22
#ULULJC0C,#PPCLCJG9,50,2021-09-01
#ULULJC0C,#PPCLCJG9,40,2021-11-09
#ULULJC0C,#PPCLCJG9,25,2021-08-24
#ULULJC0C,#PPCLCJG9,45,2021-11-02
#UVL9V8RV,#PPCLCJG9,55,2021-08-04
#UVL9V8RV,#PPCLCJG9,30,2021-08-22
#UVL9V8RV,#PPCLCJG9,30,2021-10-31
#UVL9V8RV,#PPCLCJG9,40,2021-11-03
#UVL9V8RV,#PPCLCJG9,15,2021-09-12
#UVL9V8RV,#PPCLCJG9,55,2021-09-11
#UVL9V8RV,#PPCLCJG9,15,2021-09-28
#UVL9V8RV,#PPCLCJG9,45,2021-10-21
#UVL9V8RV,#PPCLCJG9,30,2021-08-03
#28LUR080P,#PPCLCJG9,15,2021-10-01
#28LUR080P,#PPCLCJG9,35,2021-08-29
#28LUR080P,#PPCLCJG9,15,2021-10-14
#28LUR080P,#PPCLCJG9,50,2021-08-22
#PG9CR2RC,#PPCLCJG9,45,2021-11-05
#PG9CR2RC,#PPCLCJG9,25,2021-10-30
#PG9CR2RC,#PPCLCJG9,35,2021-10-21
#PG9CR2RC,#PPCLCJG9,50,2021-10-26
#PG9CR2RC,#PPCLCJG9,20,2021-10-16
#PG9CR2RC,#PPCLCJG9,55,2021-08-21
#PG9CR2RC,#PPCLCJG9,25,2021-09-24
#PY2V22VP8,#PPCLCJG9,15,2021-08-22
#PY2V22VP8,#PPCLCJG9,35,2021-08-08
#PY2V22VP8,#PPCLCJG9,50,2021-09-24
#PY2V22VP8,#PPCLCJG9,15,2021-09-12
#PY2V22VP8,#PPCLCJG9,45,2021-08-30
#PY2V22VP8,#PPCLCJG9,40,2021-08-30
#PY2V22VP8,#PPCLCJG9,45,2021-09-17
#PY2V22VP8,#PPCLCJG9,40,2021-10-28
#PG0PLRC,#PPCLCJG9,50,2021-08-14
#PG0PLRC,#PPCLCJG9,40,2021-08-21
#PG0PLRC,#PPCLCJG9,40,2021-10-08
#PG0PLRC,#PPCLCJG9,55,2021-10-21
#PG0PLRC,#PPCLCJG9,25,2021-08-08
#PG0PLRC,#PPCLCJG9,40,2021-08-20
#PG0PLRC,#PPCLCJG9,30,2021-09-26
#PG0PLRC,#PPCLCJG9,15,2021-08-05
#8QVUVRVRG,#PPCLCJG9,25,2021-11-04
#8QVUVRVRG,#PPCLCJG9,15,2021-11-06
#8QVUVRVRG,#PPCLCJG9,45,2021-09-13
#8QVUVRVRG,#PPCLCJG9,20,2021-10-05
#8QVUVRVRG,#PPCLCJG9,40,2021-09-02
#8QVUVRVRG,#PPCLCJG9,30,2021-09-25
#8QVUVRVRG,#PPCLCJG9,30,2021-09-26
#VVQ9GU,#PPCLCJG9,15,2021-08-25
#VVQ9GU,#PPCLCJG9,30,2021-10-24
#VVQ9GU,#PPCLCJG9,45,2021-09-15
#2J2LVPY9L,#PPCLCJG9,20,2021-09-16
#2J2LVPY9L,#PPCLCJG9,45,2021-08-31
#2J2LVPY9L,#PPCLCJG9,15,2021-09-06
#2J2LVPY9L,#PPCLCJG9,15,2021-08-07
#2J2LVPY9L,#PPCLCJG9,30,2021-10-18
#2J2LVPY9L,#PPCLCJG9,40,2021-10-26
#2J2LVPY9L,#PPCLCJG9,50,2021-09-08
#2J2LVPY9L,#PPCLCJG9,45,2021-10-12
#2J2LVPY9L,#PPCLCJG9,40,2021-08-16
#2J2LVPY9L,#PPCLCJG9,35,2021-09-29
#QVQPJCQR,#PPCLCJG9,50,2021-10-12
#QVQPJCQR,#PPCLCJG9,15,2021-10-23
#QVQPJCQR,#PPCLCJG9,20,2021-10-07
#QVQPJCQR,#PPCLCJG9,55,2021-10-30
#QVQPJCQR,#PPCLCJG9,15,2021-09-29
#QVQPJCQR,#PPCLCJG9,40,2021-08-28
#JQGP99VG,#PPCLCJG9,35,2021-09-16
#JQGP99VG,#PPCLCJG9,55,2021-08-24
#JQGP99VG,#PPCLCJG9,40,2021-08-15
#JQGP99VG,#PPCLCJG9,15,2021-10-20
#JQGP99VG,#PPCLCJG9,40,2021-09-11
#JQGP99VG,#PPCLCJG9,25,2021-11-08
#8V0222YG,#PPCLCJG9,35,2021-10-27
#8V0222YG,#PPCLCJG9,55,2021-10-26
#8V0222YG,#PPCLCJG9,45,2021-09-20
#8V0222YG,#PPCLCJG9,55,2021-11-07
#8V0222YG,#PPCLCJG9,50,2021-10-29
#8V0222YG,#PPCLCJG9,50,2021-10-20
#8V0222YG,#PPCLCJG9,30,2021-09-20
#8QCRLCLG,#PPCLCJG9,55,2021-10-07
#8QCRLCLG,#PPCLCJG9,30,2021-10-08
#8QCRLCLG,#PPCLCJG9,45,2021-08-30
#8QCRLCLG,#PPCLCJG9,45,2021-09-16
#8QCRLCLG,#PPCLCJG9,45,2021-08-12
#8QCRLCLG,#PPCLCJG9,35,2021-11-11
#8QCRLCLG,#PPCLCJG9,35,2021-08-26
#8QCRLCLG,#PPCLCJG9,20,2021-11-01
#8QCRLCLG,#PPCLCJG9,55,2021-10-29
#8QCRLCLG,#PPCLCJG9,15,2021-10-03
#99GJ9LC0P,#PPCLCJG9,45,2021-08-22
#99GJ9LC0P,#PPCLCJG9,20,2021-08-25
#99GJ9LC0P,#PPCLCJG9,30,2021-08-28
#99GJ9LC0P,#PPCLCJG9,15,2021-09-15
#99GJ9LC0P,#PPCLCJG9,15,2021-08-06
#99GJ9LC0P,#PPCLCJG9,40,2021-08-28
#99GJ9LC0P,#PPCLCJG9,30,2021-08-15
#99GJ9LC0P,#PPCLCJG9,35,2021-10-02
#PCC2V0CV2,#PPCLCJG9,45,2021-10-21
#PCC2V0CV2,#PPCLCJG9,45,2021-11-11
#PCC2V0CV2,#PPCLCJG9,20,2021-10-18
#PCC2V0CV2,#PPCLCJG9,50,2021-08-04
#PCC2V0CV2,#PPCLCJG9,15,2021-10-22
#PCC2V0CV2,#PPCLCJG9,20,2021-11-06
#PCC2V0CV2,#PPCLCJG9,25,2021-10-09
#PCC2V0CV2,#PPCLCJG9,55,2021-11-07
#9P2LCUPU,#PPCLCJG9,25,2021-08-12
#9P2LCUPU,#PPCLCJG9,20,2021-09-25
#9P2LCUPU,#PPCLCJG9,30,2021-10-09
#9P2LCUPU,#PPCLCJG9,20,2021-10-12
#9P2LCUPU,#PPCLCJG9,40,2021-10-16
#9P2LCUPU,#PPCLCJG9,25,2021-10-12
#QYJQQV2V,#PPCLCJG9,55,2021-09-22
#QYJQQV2V,#PPCLCJG9,55,2021-09-04
#QYJQQV2V,#PPCLCJG9,15,2021-11-02
#QYJQQV2V,#PPCLCJG9,25,2021-10-19
#QYJQQV2V,#PPCLCJG9,50,2021-10-21
#QYJQQV2V,#PPCLCJG9,55,2021-09-07
