id,sender,receiver,text,date,answer
475,#GQPRJCUU,#8LGRYC,"Weight has nothing to do with it.,",2021-07-08,6
476,#C9Q2VJ9,#L0YJ02YL,"Look, you're not gonna be picking a fight, Dad... Dad-Dad-Daddy-O.,",2021-06-15,362
477,#90LUGG9GJ,#P0LLG9RG,"Joe, gag on my fat dauber.,",2021-02-12,265
478,#8YVYGCP,#2CQQVQCU,"Where we're from, the birds sing a pretty song, and there's always music in the air.",2020-09-10,535
479,#22CCRLQ0R,#P0LLG9RG,"Roads? Where we're going, we don't need roads.,",2021-04-10,123
480,#2PUJ2URC,#8VUVGPVC,"Yet dawn is ever the hope of men,’ said Aragorn.,",2021-03-19,473
481,#CY82QGYV,#8LGRYC,"We're the, uh... We're the Pinheads.,",2021-12-07,
482,#C09PV2RV,#9GUCJRL0,"Don't be so gullible, McFly. Got the place fixed up nice, though, McFly.,",2020-12-05,978
483,#G22U2G8J8,#8VUVGPVC,"Goodnight, my darlings, I'll see you tomorrow.,",2021-08-17,343
484,#Q9GV0Y8Y,#L0QPV,"Deeds will not be less valiant because they are unpraised.,",2021-10-16,242
485,#298G9YQ02,#28V2QQ9C,"A degenerate, am I? Well, you are a festisio! See? I can make up words too, sister.,",2021-02-07,
486,#P2CLCV8,#9LP9VCJ8,"I am so not competitive. In fact, I am the least non-competitive. So I win.,",2021-04-25,258
487,#LRYQU2V,#8VUVGPVC,"Hey, you! Get your damn hands off her!,",2021-06-16,35
488,#P0JRRJLYV,#9QY9JG09,"No comment.,",2020-11-06,
489,#PC99QUQ,#L0QPV,"All right. This is an oldie, but, uh... well, it's an oldie where I come from.,",2020-09-20,648
490,#2UJP2U2UP,#9LP9VCJ8,"I don't think they even heard me.,",2021-08-31,
491,#YYRPRU82V,#8YLJ8UL2,J'ai une âme solitaire.,2020-09-20,164
492,#2QRYYR8C,#8YLJ8UL2,"""Size matters not. Look at me. Judge me by my size, do you? Hmm? Hmm. And well you should not. For my ally is the Force, and a powerful ally it is. Life creates it, makes it grow. Its energy surrounds us and binds us. Luminous beings are we, not this crude matter. You must feel the Force around you; here, between you, me, the tree, the rock, everywhere, yes. Even between the land and the ship.,""",2021-01-02,
493,#2PVCG9GQ,#L0QPV,"A lion doesn't concern itself with the opinion of sheep.,",2021-08-18,723
494,#2PJP8LJC,#28V2QQ9C,"Give me a Pepsi Free.,",2021-03-01,
495,#Q0CPPQC9Q,#9LP9VCJ8,"You will find only what you bring in.,",2021-09-26,
496,#R0CG80YG0,#L0QPV,"Weight has nothing to do with it.,",2020-08-06,905
497,#8CC9JYG2,#9G2PVP0R,"Power is a curious thing. Who lives, Who dies. Power resides where men believe it resides. It is a trick, A shadow on the wall.,",2021-11-26,580
498,#2VU9YGCGV,#L0YJ02YL,"That's good. Go on, read some more.,",2020-08-13,5
499,#80992PGVV,#9CCJ2R02,"Roads? Where we're going, we don't need roads.,",2021-01-10,803
500,#8QYYRUUC9,#9QY9JG09,"Goodnight, my darlings, I'll see you tomorrow.,",2021-08-03,
501,#8VUPVJ2R,#2CQQVQCU,"You know, Marty, you look so familiar to me. Do I know your mother?,",2021-03-10,715
502,#92J8VQRJ9,#L0YJ02YL,"Yet dawn is ever the hope of men,’ said Aragorn.,",2021-07-19,481
503,#P8CJYJ02,#9GUCJRL0,"Hey, Biff, get a load of this guy's life preserver. Dork thinks he's gonna drown.,",2021-07-16,597
504,#Y0P8RQ89,#L0YJ02YL,"Yes. Yes. I'm George. George McFly. I'm your density. I mean, your destiny.,",2020-12-01,11
505,#JJVVV8RG,#P0LLG9RG,"When you play a game of thrones you win or you die.,",2021-07-26,531
506,#PC9JLQR,#QCJ0J9UP,"Many that live deserve death. And some that die deserve life,",2021-03-07,689
507,#2Y0C2V0JG,#L0QPV,"I have your car towed all the way to your house and all you got for me is lite beer?,",2020-09-10,361
508,#2CQVC0899,#9GUCJRL0,"I'm from the future. I came here in a Time Machine that you invented. Now I need your help to get back to the year 1985.,",2020-08-23,
509,#PCRRGRRCV,#28V2QQ9C,"Often does hatred hurt itself!,",2021-06-04,349
510,#2Y0QR8YCR,#9CCJ2R02,"""Through the darkness of future's past, the magician longs to see. One chants out between two worlds... """"Fire... walk with me.""""""",2021-09-29,523
511,#29UJ9Q99,#VQCQQJP,"""You got a real attitude problem, McFly; you're a slacker. You remind me of your father when he went here; he was a slacker, too.,""",2021-03-30,512
512,#8J8QCGLR,#8LGRYC,"I sang of leaves, of leaves of gold, and leaves of gold there grew,",2021-05-19,138
513,#GQVLJ2U9,#Y0QR0Y2U,"Good relations with the Wookiees, I have.,",2020-10-11,882
514,#Y22PJ9V9J,#L0QPV,"Reckless he is. Matters are worse.,",2021-08-01,
515,#9PVLCGVQ,#PPCLCJG9,"But in this at least thou shalt not defy my will: to rule my own end.,",2021-10-18,
516,#2CRQQ2CVP,#2CQQVQCU,"Does nobody understand?,",2021-08-12,
517,#YQ9QYJGP,#PV2G9U2L,"Do not scorn pity that is the gift of a gentle heart, Éowyn!,",2021-01-08,
518,#CPQPPQ28,#QCJ0J9UP,"I love you too, honey. Good luck with your show.,",2021-11-12,228
519,#GUPPRCQ,#PV2G9U2L,"Does nobody understand?,",2020-09-09,
520,#PP0UG0CVC,#L0QPV,"Why couldn’t he stop talking and let them drink his health?,",2021-04-11,867
521,#CLRJ9999,#Y0QR0Y2U,"Things have certainly changed around here. I remember when this was all farmland as far the eye could see. Old man Peabody owned all of this. He had this crazy idea about breeding pine trees.,",2021-03-16,
522,#9L2GV8VUC,#PJY9PP98,"Maybe you were adopted.,",2021-01-29,499
523,#QUJR89R,#8YQ9LPPV,"At an end your rule is, and not short enough it was!,",2020-08-25,341
524,#YC9GR0RGQ,#8VUVGPVC,"Pain, suffering, death I feel. Something terrible has happened. Young Skywalker is in pain. Terrible pain,",2021-07-16,514
525,#2C2C2PGQ,#9QY9JG09,"To the sea, to the sea! The white gulls are crying,",2020-11-24,
526,#2YV280Q0,#9QY9JG09,"Yes. Yes. I'm George. George McFly. I'm your density. I mean, your destiny.,",2020-12-27,705
527,#LYYQVJ0U,#8YQ9LPPV,"Joe, gag on my fat dauber.,",2021-11-21,903
528,#9C2YV2RQ,#P0LLG9RG,"Your weapons, you will not need them.,",2021-07-16,505
529,#YLQQGJ2Q,#8YLJ8UL2,"Clothes are but little loss, if you escape from drowning.,",2021-10-14,974
530,#UCC2PLP8,#8VUVGPVC,"All my possessions for a moment of time.,",2021-08-23,
531,#LP098UL8L,#PV2G9U2L,"Van Halen!,",2021-07-12,
532,#9RCYRP2,#8YQ9LPPV,"One! Two! Three!,",2021-01-17,
533,#YP2YJJJ2,#9QY9JG09,"Joe, gag on my fat dauber.,",2021-01-30,931
534,#9UVJP08QR,#L0QPV,"Let me show you my plan for sending you home. Please excuse the crudity of this model. I didn't have time to build it to scale or paint it.,",2021-10-18,
535,#LVRUV8YV,#PJY9PP98,"Save the clock tower!,",2021-01-19,
536,#8C9CR9YG,#PJY9PP98,"Soon will I rest, yes, forever sleep. Earned it I have. Twilight is upon me, soon night must fall.,",2021-06-07,526
537,#UUQ9ULJG,#8VUVGPVC,"Always pass on what you have learned.,",2020-11-18,195
538,#9CJP9GRY,#8VUVGPVC,"My equipment. That reminds me, Marty. You better not hook up to the amplifier. There's a slight possibility of overload.,",2021-05-31,630
539,#R82VQ90R,#L0QPV,"It’s Peanut Butter Jelly Time.,",2021-08-12,80
540,#LQ2LRL29,#2CQQVQCU,"A lion doesn't concern itself with the opinion of sheep.,",2021-11-14,609
541,#2GPVQYQLG,#9QY9JG09,"Do the dead frighten you?,",2021-07-11,
542,#8CJ2880VR,#2CQQVQCU,"Give me a Pepsi Free.,",2021-07-28,
543,#V9G8PQGG,#8YQ9LPPV,"Windom Earle's mind is like a diamond. It's cold, and hard, and brilliant.",2021-12-04,425
544,#8PP0Y8J2,#L0QPV,You may think I've gone insane... but I promise. I will kill again.,2021-06-03,750
545,#28Y2V0C,#PJY9PP98,"A degenerate, am I? Well, you are a festisio! See? I can make up words too, sister.,",2021-04-24,
546,#R8UYJ2YP,#VQCQQJP,"No! It requires something with a little more kick...plutonium!,",2021-04-12,504
547,#2YL28LQQJ,#L0QPV,"Hey, Biff, get a load of this guy's life preserver. Dork thinks he's gonna drown.,",2021-09-15,436
548,#RUC9GCUL,#9GUCJRL0,"He's an idiot. Comes from upbringing. His parents are probably idiots, too. Lorraine, you ever have a kid who acts that way, I'll disown you.,",2020-08-20,761
549,#J98092U9,#8YLJ8UL2,"Stella! Another one of these damn kids jumped in front of my car! Come on out here! Help me take him in the house!,",2020-12-29,665
550,#28Y2V0C,#PJY9PP98,"Sing, all ye children of the West,",2021-07-09,337
551,#2UQ8UC8R9,#8LGRYC,"Do. Or do not. There is no try.,",2020-11-03,
552,#2CR88V0,#8LGRYC,"Oh, that's Joey. He cries when we take him out so we just leave him in there.,",2021-08-14,955
553,#2GVLPR28L,#PPCLCJG9,"See you in about 30 years.,",2021-02-22,261
554,#VCVCG2YR,#Y0QR0Y2U,"I had a horrible nightmare. I dreamed that I went... back in time. It was terrible.,",2021-03-20,
555,#Y9JGY28U,#P0LLG9RG,"If you put your mind to it, you can accomplish anything.,",2021-02-13,178
556,#LRCPJCGP,#PJY9PP98,"Do. Or do not. There is no try.,",2021-02-15,223
557,#CY82QGYV,#9GUCJRL0,"We're the, uh... We're the Pinheads.,",2021-09-27,877
558,#CY82QGYV,#8LGRYC,"Don't be so gullible, McFly. Got the place fixed up nice, though, McFly.,",2021-06-03,735
559,#P8QP0LUPV,#9G2PVP0R,"Oh, honey, he's teasing you. Nobody has two television sets.,",2021-05-28,888
560,#80LPYLGC,#9QY9JG09,There's nothing quite like urinating in the open air.,2021-02-14,646
561,#YRV9PUGUR,#VQCQQJP,"No! Marty! We've already agreed that having information about the future can be extremely dangerous. Even if your intentions are good, it can backfire drastically!,",2021-03-21,62
562,#9V0PQY2YG,#8VUVGPVC,"I don't think they even heard me.,",2021-08-30,
563,#VR29JCCG,#PV2G9U2L,"Hello? Hello? Anybody home? Huh? Think, McFly. Think! I gotta have time to get them retyped. Do you realize what would happen if I hand in my reports in your handwriting? I'll get fired. You wouldn't want that to happen, would ya? Would ya?,",2021-07-06,918
564,#LYYQVJ0U,#L0QPV,"Like fire across the galaxy the Clone Wars spread. In league with the wicked Count Dooku, more and more planets slip. Against this threat, upon the Jedi Knights falls the duty to lead the newly formed army of the Republic. And as the heat of war grows, so, to, grows the prowess of one most gifted student of the Force.,",2021-10-16,826
565,#GVLGLJPL,#8LGRYC,"Yes, it's tough, but not as tough as doing comedy.,",2021-09-21,840
566,#8L009JURJ,#2CQQVQCU,"When the snows fall and the white winds blow, the lone wolf dies but the pack survives.,",2021-05-22,
567,#LUGVG9PC,#VQCQQJP,"Anyway, your Grandpa hit him with the car and brought him into the house. He seemed so helpless, like a little lost puppy, and my heart just went out to him.,",2021-03-04,888
568,#PYR9GLQU0,#2CQQVQCU,"Real names tell you the story of the things they belong to,",2020-10-02,262
569,#LQ9J02P,#Y0QR0Y2U,"I sang of leaves, of leaves of gold, and leaves of gold there grew,",2021-07-17,642
570,#88VR0GVPL,#9CCJ2R02,"Memory is not what the heart desires. That is only a mirror,,",2020-09-21,421
571,#2QCUGCPQ,#L0YJ02YL,"You know, this is great guys. Drinking and eating garbage. I'm glad we all took a mental health day.,",2020-09-13,296
572,#YYR8V8U8Y,#9LP9VCJ8,"Lorraine. My density has brought me to you.,",2021-10-18,961
573,#G9GCGCGG,#8LGRYC,"Oh, that's Joey. He cries when we take him out so we just leave him in there.,",2021-05-25,792
574,#LPJCPQRL,#QCJ0J9UP,"I've never seen purple underwear before!,",2020-12-24,524
575,#9P8220PUU,#8LGRYC,"When the snows fall and the white winds blow, the lone wolf dies but the pack survives.,",2021-08-05,928
576,#28QJJ8YUR,#P0LLG9RG,"Go now, and die in what way seems best to you.,",2021-11-01,
577,#89RPQ9PP9,#9GUCJRL0,"I wish the Ring had never come to me. I wish none of this had happened.,",2020-08-03,143
578,#LP8YG2RP,#8YLJ8UL2,"To answer power with power, the Jedi way this is not. In this war, a danger there is, of losing who we are.,",2021-08-12,239
579,#92YQYU0L2,#9GUCJRL0,"Don't worry. As long as you hit that wire with the connecting hook at precisely 88 miles per hour, the instant the lightning strikes the tower... everything will be fine.,",2021-07-03,782
580,#9L2GV8VUC,#PPCLCJG9,"People in love can overcome anything.,",2021-06-18,898
581,#CJYP2PV2,#QCJ0J9UP,"Lorraine. My density has brought me to you.,",2021-10-22,
582,#PGY2YV2G,#PPCLCJG9,"You know, this is great guys. Drinking and eating garbage. I'm glad we all took a mental health day.,",2021-10-15,283
583,#PL0G808QU,#9QY9JG09,"The Lord of the Ringwraiths had met his doom.,",2021-07-18,955
584,#98PJJGQJG,#PPCLCJG9,"Nothing burns like the cold.,",2020-12-24,
585,#LPJCPQRL,#2CQQVQCU,"Many that live deserve death. And some that die deserve life,",2021-04-18,353
586,#PV2GC0CYP,#VQCQQJP,"Ah, Jesus Christ! Jesus Christ, Doc, you disintegrated Einstein!,",2021-09-06,774
587,#P8YLG882L,#VQCQQJP,"I want to go home.,",2020-09-03,71
588,#2C90R29P9,#Y0QR0Y2U,"I don't keep water in my pockets.,",2021-08-01,
589,#2Y0PV0VYP,#8VUVGPVC,There was a fish in the percolator!,2021-09-01,
590,#222VRRYJ,#9LP9VCJ8,"No, no, no, no, no, this sucker's electrical, but I need a nuclear reaction to generate the 1.21 gigawatts of electricity I need.,",2021-10-17,334
591,#2YV280Q0,#L0QPV,"Often does hatred hurt itself!,",2021-01-08,662
592,#92VUJ99VQ,#8YQ9LPPV,"Reckless he is. Matters are worse.,",2020-09-15,
593,#GQJY00YP,#P0LLG9RG,"Things have certainly changed around here. I remember when this was all farmland as far the eye could see. Old man Peabody owned all of this. He had this crazy idea about breeding pine trees.,",2021-05-24,
594,#2YGCCC8VV,#9GUCJRL0,"Yeah, well, history is gonna change.,",2021-11-16,955
595,#G0YYJGG,#PPCLCJG9,"I'm gonna get that son of a bitch.,",2021-06-22,968
596,#LYJLLPQR,#9QY9JG09,"Some old wounds never truly heal, and bleed again at the slightest word.,",2021-05-03,
597,#GGCQ8GQR,#9CCJ2R02,"Dear Dr. Brown. On the night that I go back in time, you will be shot by terrorists. Please take whatever precautions are necessary to prevent this terrible disaster. Your friend, Marty.,",2021-10-29,784
598,#U2QP29R9,#9G2PVP0R,"When the snows fall and the white winds blow, the lone wolf dies but the pack survives.,",2020-10-06,415
599,#8LULYQ82Q,#QCJ0J9UP,"No! Marty! We've already agreed that having information about the future can be extremely dangerous. Even if your intentions are good, it can backfire drastically!,",2021-12-07,
600,#8QPCGVP2Y,#8YQ9LPPV,"It's gonna be really hard waiting 30 years before I can talk to you about everything that's happened in the past few days. I'm really gonna miss you, Marty.,",2020-12-09,777
601,#8P00CJGY,#L0YJ02YL,"Things have certainly changed around here. I remember when this was all farmland as far the eye could see. Old man Peabody owned all of this. He had this crazy idea about breeding pine trees.,",2021-11-13,59
602,#90VLUCGVG,#VQCQQJP,"My equipment. That reminds me, Marty. You better not hook up to the amplifier. There's a slight possibility of overload.,",2021-09-06,342
603,#L00RCJYG2,#P0LLG9RG,"All right. This is an oldie, but, uh... well, it's an oldie where I come from.,",2021-11-01,951
604,#UUQQJ2U0,#9QY9JG09,"Summer will end soon enough, and childhood as well.,",2020-11-02,863
605,#22R2JCR2C,#L0YJ02YL,"Audrey, there are many cures for a broken heart. But nothing quite like a trout's leap in the moonlight.,",2021-08-28,858
606,#2Q92P0P2,#9GUCJRL0,"Happy.,",2020-09-08,544
607,#2LVQ2R,#9LP9VCJ8,"Take that, you mutated son of a bitch!,",2021-08-16,
608,#8R2U80VY,#P0LLG9RG,"It's gonna be really hard waiting 30 years before I can talk to you about everything that's happened in the past few days. I'm really gonna miss you, Marty.,",2020-12-21,238
609,#QQVYGQ0Y,#28V2QQ9C,Black as midnight on a moonless night.,2020-08-23,701
610,#P0RR0VQLC,#PPCLCJG9,"In winter here no heart could mourn for summer or for spring.,",2021-01-22,955
611,#2C2C2PGQ,#P0LLG9RG,"Hey, come on. I had to change. Do you think I'm going back in that-that zoot suit? The old man really came through. It worked!,",2021-04-18,891
612,#28LGJ8RUR,#VQCQQJP,"Who's President of the United States in 1985? Ronald Reagan? The actor? Ha! Then whose vice president? Jerry Lewis?,",2021-01-28,521
613,#YCLJUU8G,#PJY9PP98,"Damn! I'm late for school!,",2020-08-18,954
614,#8YGVPR9Y0,#VQCQQJP,"Moonlight drowns out all but the brightest stars.,",2021-12-02,
615,#98RRL0Y2,#8YQ9LPPV,"I am confound.,",2020-09-13,
616,#99UVLULJY,#9G2PVP0R,"How's Annie? How's Annie? How's Annie?,",2021-03-26,551
617,#2VP9LL2JP,#L0YJ02YL,"Why is it that when one man builds a wall, the next man immediately needs to know what's on the other side?,",2020-11-30,
618,#2RUL98URQ,#8YLJ8UL2,"Adventure. Excitement. A Jedi craves not these things.,",2021-10-19,
619,#RPYLJJ0U,#9G2PVP0R,"No! Marty! We've already agreed that having information about the future can be extremely dangerous. Even if your intentions are good, it can backfire drastically!,",2020-11-06,756
620,#2Q80QPGCU,#2CQQVQCU,"I can't believe you'd loan me your car without telling me it had a blind spot. I could've been killed!,",2020-09-15,
621,#PCYRRP8J2,#9QY9JG09,"Through the Force, things you will see. Other places. The future - the past. Old friends long gone.,",2020-08-27,276
622,#LY2V9GQV9,#9GUCJRL0,"The way I see it, if you're gonna build a time machine into a car, why not do it with some style?,",2020-08-21,835
623,#8GR2GVLJ0,#9LP9VCJ8,"I forgot something.,",2020-08-31,76
624,#22UCVR0CL,#28V2QQ9C,"Every day, once a day, give yourself a present.",2021-12-06,232
625,#CC2C2VV0,#QCJ0J9UP,"Hey, don't try to take this away from me. This is the only thing I've ever been good at. Well, this and timing my farts to a thunderstorm.,",2021-09-21,
626,#P29YGR98,#VQCQQJP,"Mudhole? Slimy? My home this is!,",2020-08-04,73
627,#PU2YY8,#PV2G9U2L,"See you later, Pop. Whoo! Time to change that oil.,",2021-10-04,1
628,#9RR9ULL99,#9GUCJRL0,"Yes. Yes. I'm George. George McFly. I'm your density. I mean, your destiny.,",2020-10-10,627
629,#Q89VPVUP8,#P0LLG9RG,"Yet dawn is ever the hope of men,’ said Aragorn.,",2021-09-18,648
630,#22GYRRYLJ,#L0YJ02YL,"Crazy drunk driver.,",2020-09-05,175
631,#PCRRGRRCV,#PJY9PP98,"Why is it that when one man builds a wall, the next man immediately needs to know what's on the other side?,",2021-08-04,
632,#29VGUQL00,#8YLJ8UL2,"Will this sadness that makes me cry my heart out — will it ever end? The answer, of course, is yes. One day the sadness will end.",2021-02-04,
633,#2RLGQGLC,#8YQ9LPPV,"No wonder your president has to be an actor. He's gotta look good on television.,",2021-07-03,436
634,#RPJG28Q,#P0LLG9RG,"""And one for you, McFly; I believe that makes four in a row. Now let me give you a nickel's worth of free advice, young man. This so-called Dr. Brown is dangerous. He's a real nutcase. You hang around with him, you're gonna end up in big trouble.,""",2021-04-09,
635,#GY2VG2U0,#QCJ0J9UP,"The North remembers.,",2020-08-09,847
636,#9YYCUUYRP,#P0LLG9RG,"So you're my Uncle Joey. Better get used to these bars, kid.,",2021-05-15,199
637,#20P8LJPU9,#8YQ9LPPV,"I wish I could go with you.,",2021-05-30,626
638,#9RGPC2GG,#9G2PVP0R,"The dark side clouds everything. Impossible to see the future is.,",2020-10-04,984
639,#222VRRYJ,#9QY9JG09,"Great Scott!,",2021-07-27,929
640,#GPQ2UG2Q,#PJY9PP98,"Windom Earle's mind is like a diamond. It's cold, and hard, and brilliant.",2020-09-09,344
641,#28JUC20P,#PPCLCJG9,"The owls are not what they seem.,",2021-10-28,519
642,#PU2YY8,#8LGRYC,"Adventure. Excitement. A Jedi craves not these things.,",2021-11-14,
643,#GY2VG2U0,#QCJ0J9UP,"Yet dawn is ever the hope of men,’ said Aragorn.,",2020-08-10,
644,#8YGVPR9Y0,#PJY9PP98,"Hurrah for anarchy! This is the happiest moment of my life.,",2020-10-16,227
645,#YQ9QYJGP,#P0LLG9RG,"NO ADMITTANCE EXCEPT ON PARTY BUSINESS.,",2021-04-13,641
646,#UCRG8GGL,#9QY9JG09,"What are you looking at, butthead?,",2021-03-29,
647,#8P9JYRLL,#28V2QQ9C,"I can't believe you'd loan me your car without telling me it had a blind spot. I could've been killed!,",2020-09-10,434
648,#2UGR22RCP,#L0QPV,"You caused 300 bucks damage to my car, you son of a bitch. And I'm gonna take it out of your ass.,",2020-12-29,
649,#22Y9CGYGQ,#PJY9PP98,"It has been a pleasure speaking to you.,",2020-09-29,521
650,#2LR9YP02G,#QCJ0J9UP,"Whoa. This is heavy.,",2021-03-15,
651,#2JRP8UYP,#PV2G9U2L,"NO ADMITTANCE EXCEPT ON PARTY BUSINESS.,",2021-05-31,521
652,#8V2RJLUL,#9G2PVP0R,"I regret that I should leave this world without again beholding him.,",2021-05-02,184
653,#2VLY2CLPY,#PV2G9U2L,"...and all the stars flowered in the sky.,",2020-11-23,
654,#QUJR89R,#L0YJ02YL,"I am confound.,",2021-01-28,
655,#8R9YJYRYG,#9LP9VCJ8,"Does nobody understand?,",2020-10-17,934
656,#22GYRRYLJ,#PV2G9U2L,"When the snows fall and the white winds blow, the lone wolf dies but the pack survives.,",2021-08-19,53
657,#JQGP99VG,#PV2G9U2L,"Not all those who wander are lost,",2021-04-07,999
658,#PJLCL9YUQ,#PPCLCJG9,"Like fire across the galaxy the Clone Wars spread. In league with the wicked Count Dooku, more and more planets slip. Against this threat, upon the Jedi Knights falls the duty to lead the newly formed army of the Republic. And as the heat of war grows, so, to, grows the prowess of one most gifted student of the Force.,",2021-04-09,319
659,#J98092U9,#9QY9JG09,"Younglings, younglings gather ’round.,",2021-04-22,
660,#J8R89YC8,#PPCLCJG9,"Okay, thank you. That's enough. Hold it now. Hold it. Hold it, fellas. I'm afraid you're just too darn loud. Next, please. Bring in the next group, please.,",2021-02-06,702
661,#8YPRCLPQ,#P0LLG9RG,"What about all that talk about screwing up future events? The space-time continuum?,",2020-12-25,67
662,#2LPC0LVPG,#28V2QQ9C,"Well, you're safe and sound now, back in good old 1955.,",2020-08-12,902
663,#R82Q0L2V,#8VUVGPVC,"No, get out of town. My mom thinks I'm going camping with the guys. Look, Jennifer, my mother would freak out if she knew I was going out with you, and I'd get the standard lecture about how she never did that kind of stuff when she was a kid. I mean, look, I think the woman was born a nun.,",2021-09-13,604
664,#VPUQYUY,#8YLJ8UL2,"Isn’t ‘bribe’ just another word for ‘love’?,",2020-09-20,
665,#8QPYVCL,#9CCJ2R02,"To answer power with power, the Jedi way this is not. In this war, a danger there is, of losing who we are.,",2021-03-30,
666,#8UGL9GLL,#9LP9VCJ8,"Once you’ve accepted your flaws, no one can use them against you.,",2021-04-14,
667,#CJRGGCC8,#8VUVGPVC,"Isn’t ‘bribe’ just another word for ‘love’?,",2021-04-28,732
668,#2JGRPU928,#L0QPV,"Go now, and die in what way seems best to you.,",2021-09-16,291
669,#P29Q09C9V,#L0QPV,"There are no heroes...in life, the monsters win.,",2020-12-25,526
670,#880UQUUQC,#VQCQQJP,"Since you're new here, I-I'm gonna cut you a break, today. So, why don't you make like a tree and get outta here?,",2021-06-05,245
671,#2PPJPULJ,#QCJ0J9UP,"Now, remember. According to my theory, you interfered with your parents' first meeting. If they don't meet, they won't fall in love, they won't get married and they won't have kids. That's why your older brother's disappearing from that photograph. Your sister will follow, and unless you repair the damage, you'll be next.,",2021-09-15,
672,#2R98U2C9C,#PPCLCJG9,"I have your car towed all the way to your house and all you got for me is lite beer?,",2021-08-09,
673,#YVCPCRR,#L0YJ02YL,"Reckless he is. Matters are worse.,",2021-05-08,
674,#2P8RV9UQ,#VQCQQJP,"What happens to us in the future? Do we become assholes or something?,",2021-07-24,
675,#2L0RPV822,#PJY9PP98,"Fear cuts deeper than swords.,",2021-11-03,
676,#LY00J89PJ,#PJY9PP98,"I had a horrible nightmare. I dreamed that I went... back in time. It was terrible.,",2021-01-03,793
677,#9RGPC2GG,#2CQQVQCU,Do you want to know what the ultimate secret is? Laura did. The secret of knowing who killed you.,2021-06-29,789
678,#Y92G098C,#8LGRYC,"He's an absolute dream!,",2021-09-04,446
679,#2L2QGJQQ,#8VUVGPVC,"It's the job that's never started as takes longest to finish.,",2020-10-01,443
680,#L98JYVL,#9LP9VCJ8,"No! Marty! We've already agreed that having information about the future can be extremely dangerous. Even if your intentions are good, it can backfire drastically!,",2021-10-30,193
681,#28LGJ8RUR,#8YLJ8UL2,"You know, Marty, you look so familiar to me. Do I know your mother?,",2021-04-17,597
682,#J9LQGLL8,#9LP9VCJ8,"Not all those who wander are lost,",2021-07-27,
683,#2UQ8UC8R9,#2CQQVQCU,"Since you're new here, I-I'm gonna cut you a break, today. So, why don't you make like a tree and get outta here?,",2021-12-06,582
684,#2VU9YGCGV,#8LGRYC,"Truly wonderful, the mind of a child is.,",2020-12-08,
685,#20J8VCV2Q,#PPCLCJG9,"Once you start down the dark path, forever will it dominate your destiny, consume you it will.,",2021-08-20,641
686,#22Y89Q0LU,#8YLJ8UL2,"Always pass on what you have learned.,",2021-02-11,
687,#YVCPCRR,#9QY9JG09,"Crazy drunk driver.,",2021-07-29,
688,#GVPVJQR,#L0YJ02YL,"You have shown your usual cunning in getting up just in time for a meal.,",2021-05-05,597
689,#888P9C9UV,#9CCJ2R02,"You want a Pepsi, pal, you're gonna pay for it.,",2020-12-23,611
690,#9YGJG8LP,#9GUCJRL0,"Lorraine. My density has brought me to you.,",2021-07-01,
691,#8JRC80YPR,#L0QPV,"It’s Peanut Butter Jelly Time.,",2021-04-11,707
692,#9CUYY8,#8LGRYC,"Now I may be an idiot, but there’s one thing I am not sir, and that sir, is an idiot.,",2021-06-02,536
693,#LCCGJQJC,#PPCLCJG9,"Difficult to see. Always in motion is the future...,",2020-09-13,
694,#9GVYCJPG,#L0YJ02YL,"But all’s well as ends well,",2021-02-11,
695,#92R9QJYYQ,#QCJ0J9UP,"Younglings, younglings gather ’round.,",2021-07-28,266
696,#PLLC2VG,#QCJ0J9UP,"Since you're new here, I-I'm gonna cut you a break, today. So, why don't you make like a tree and get outta here?,",2020-09-05,
697,#88U0V8C,#28V2QQ9C,"A degenerate, am I? Well, you are a festisio! See? I can make up words too, sister.,",2021-07-05,743
698,#22Y9CGYGQ,#Y0QR0Y2U,"Every flight begins with a fall.,",2021-09-01,358
699,#P2CYLRU9,#28V2QQ9C,"Do not scorn pity that is the gift of a gentle heart, Éowyn!,",2020-08-26,999
700,#9CUUU99,#L0QPV,"What-what the hell is a gigawatt?,",2021-10-15,37
701,#PG0PLRC,#8VUVGPVC,"Some old wounds never truly heal, and bleed again at the slightest word.,",2020-08-30,946
702,#8QVUVRVRG,#9CCJ2R02,"If my calculations are correct, when this baby hits 88 miles per hour... you're gonna see some serious shit.,",2020-10-17,722
703,#2220RUV9Y,#L0QPV,"Now, remember. According to my theory, you interfered with your parents' first meeting. If they don't meet, they won't fall in love, they won't get married and they won't have kids. That's why your older brother's disappearing from that photograph. Your sister will follow, and unless you repair the damage, you'll be next.,",2021-04-06,288
704,#R90PRV0PY,#9G2PVP0R,"To answer power with power, the Jedi way this is not. In this war, a danger there is, of losing who we are.,",2020-10-30,281
705,#UPRJQQ89,#P0LLG9RG,"All my possessions for a moment of time.,",2021-06-10,
706,#PCRRR2VV,#L0YJ02YL,"You can get anything you want at Alice's restaurant.,",2021-01-07,
707,#2Y20C8U0C,#PV2G9U2L,"No wonder your president has to be an actor. He's gotta look good on television.,",2021-07-19,
708,#2929RVQQY,#9GUCJRL0,"his old life lay behind in the mists, dark adventure lay in front.,",2021-05-12,899
709,#U890Q9UQ,#Y0QR0Y2U,"Yeah, well, history is gonna change.,",2021-01-08,801
